,ORI,YEAR,MRD,CLR,State,County,Agency
141892,TX07901,2014,1,1,Texas,"Fort Bend, TX",Missouri City
141893,TX07901,2015,1,4,Texas,"Fort Bend, TX",Missouri City
141894,TX07901,2016,3,3,Texas,"Fort Bend, TX",Missouri City
141895,TX07901,2017,2,0,Texas,"Fort Bend, TX",Missouri City
141896,TX07901,2018,5,2,Texas,"Fort Bend, TX",Missouri City
141897,TX07901,2019,1,1,Texas,"Fort Bend, TX",Missouri City
141928,TX07902,2011,1,1,Texas,"Fort Bend, TX",Richmond
141929,TX07902,2012,1,0,Texas,"Fort Bend, TX",Richmond
141930,TX07902,2014,1,0,Texas,"Fort Bend, TX",Richmond
141931,TX07902,2016,2,3,Texas,"Fort Bend, TX",Richmond
141932,TX07902,2018,1,1,Texas,"Fort Bend, TX",Richmond
141967,TX07903,2010,5,1,Texas,"Fort Bend, TX",Rosenberg
141968,TX07903,2011,2,2,Texas,"Fort Bend, TX",Rosenberg
141969,TX07903,2013,1,0,Texas,"Fort Bend, TX",Rosenberg
141970,TX07903,2015,4,2,Texas,"Fort Bend, TX",Rosenberg
141971,TX07903,2016,2,1,Texas,"Fort Bend, TX",Rosenberg
141972,TX07903,2017,1,0,Texas,"Fort Bend, TX",Rosenberg
141973,TX07903,2018,1,1,Texas,"Fort Bend, TX",Rosenberg
141992,TX07904,2010,2,2,Texas,"Fort Bend, TX",Stafford
141993,TX07904,2011,1,0,Texas,"Fort Bend, TX",Stafford
141994,TX07904,2012,2,2,Texas,"Fort Bend, TX",Stafford
141995,TX07904,2013,3,3,Texas,"Fort Bend, TX",Stafford
141996,TX07904,2014,4,4,Texas,"Fort Bend, TX",Stafford
141997,TX07904,2015,0,1,Texas,"Fort Bend, TX",Stafford
141998,TX07904,2016,2,0,Texas,"Fort Bend, TX",Stafford
141999,TX07904,2017,1,1,Texas,"Fort Bend, TX",Stafford
142000,TX07904,2019,1,1,Texas,"Fort Bend, TX",Stafford
142022,TX07905,2011,1,1,Texas,"Fort Bend, TX",Sugar Land
142023,TX07905,2012,0,1,Texas,"Fort Bend, TX",Sugar Land
142024,TX07905,2013,1,1,Texas,"Fort Bend, TX",Sugar Land
142025,TX07905,2014,1,1,Texas,"Fort Bend, TX",Sugar Land
142026,TX07905,2015,1,0,Texas,"Fort Bend, TX",Sugar Land
142027,TX07905,2016,0,1,Texas,"Fort Bend, TX",Sugar Land
142028,TX07905,2019,3,2,Texas,"Fort Bend, TX",Sugar Land
142034,TX07912,2014,2,0,Texas,"Fort Bend, TX",Arcola
142035,TX07913,2016,2,2,Texas,"Fort Bend, TX",Meadows Place
142052,TX08000,2014,2,2,Texas,"Franklin, TX",Franklin County
142053,TX08000,2015,3,3,Texas,"Franklin, TX",Franklin County
142054,TX08000,2016,1,0,Texas,"Franklin, TX",Franklin County
142055,TX08000,2018,1,1,Texas,"Franklin, TX",Franklin County
142077,TX08100,2010,1,1,Texas,"Freestone, TX",Freestone County
142078,TX08100,2011,1,1,Texas,"Freestone, TX",Freestone County
142079,TX08100,2012,1,1,Texas,"Freestone, TX",Freestone County
142080,TX08100,2015,1,1,Texas,"Freestone, TX",Freestone County
142090,TX08101,2019,1,1,Texas,"Freestone, TX",Fairfield
142095,TX08102,2014,1,1,Texas,"Freestone, TX",Teague
142109,TX08200,2018,2,2,Texas,"Frio, TX",Frio County
142119,TX08201,2010,1,1,Texas,"Frio, TX",Pearsall
142123,TX08203,2014,1,0,Texas,"Frio, TX",Dilley
142136,TX08300,2010,1,1,Texas,"Gaines, TX",Gaines County
142137,TX08300,2012,2,3,Texas,"Gaines, TX",Gaines County
142138,TX08300,2013,3,4,Texas,"Gaines, TX",Gaines County
142139,TX08300,2017,1,1,Texas,"Gaines, TX",Gaines County
142140,TX08300,2019,2,2,Texas,"Gaines, TX",Gaines County
142145,TX08302,2017,1,1,Texas,"Gaines, TX",Seminole
142180,TX08400,2011,2,2,Texas,"Galveston, TX",Galveston County
142181,TX08400,2013,3,4,Texas,"Galveston, TX",Galveston County
142182,TX08400,2014,1,1,Texas,"Galveston, TX",Galveston County
142183,TX08400,2015,3,2,Texas,"Galveston, TX",Galveston County
142184,TX08400,2016,1,1,Texas,"Galveston, TX",Galveston County
142185,TX08400,2017,2,0,Texas,"Galveston, TX",Galveston County
142186,TX08400,2018,1,2,Texas,"Galveston, TX",Galveston County
142187,TX08400,2019,2,1,Texas,"Galveston, TX",Galveston County
142201,TX08402,2011,2,2,Texas,"Galveston, TX",Dickinson
142202,TX08402,2013,1,1,Texas,"Galveston, TX",Dickinson
142215,TX08403,2015,1,1,Texas,"Galveston, TX",Friendswood
142259,TX08404,2010,1,1,Texas,"Galveston, TX",Galveston
142260,TX08404,2011,4,1,Texas,"Galveston, TX",Galveston
142261,TX08404,2012,2,3,Texas,"Galveston, TX",Galveston
142262,TX08404,2013,3,2,Texas,"Galveston, TX",Galveston
142263,TX08404,2014,6,3,Texas,"Galveston, TX",Galveston
142264,TX08404,2015,2,3,Texas,"Galveston, TX",Galveston
142265,TX08404,2016,6,3,Texas,"Galveston, TX",Galveston
142266,TX08404,2017,2,3,Texas,"Galveston, TX",Galveston
142267,TX08404,2018,7,4,Texas,"Galveston, TX",Galveston
142268,TX08404,2019,3,2,Texas,"Galveston, TX",Galveston
142279,TX08405,2010,1,1,Texas,"Galveston, TX",Hitchcock
142280,TX08405,2012,1,1,Texas,"Galveston, TX",Hitchcock
142281,TX08405,2013,1,0,Texas,"Galveston, TX",Hitchcock
142282,TX08405,2016,1,1,Texas,"Galveston, TX",Hitchcock
142286,TX08406,2019,1,0,Texas,"Galveston, TX",Kemah
142319,TX08407,2010,2,1,Texas,"Galveston, TX",La Marque
142320,TX08407,2011,2,2,Texas,"Galveston, TX",La Marque
142321,TX08407,2012,1,1,Texas,"Galveston, TX",La Marque
142322,TX08407,2013,1,1,Texas,"Galveston, TX",La Marque
142323,TX08407,2015,4,1,Texas,"Galveston, TX",La Marque
142324,TX08407,2016,4,4,Texas,"Galveston, TX",La Marque
142325,TX08407,2017,6,3,Texas,"Galveston, TX",La Marque
142326,TX08407,2018,1,2,Texas,"Galveston, TX",La Marque
142327,TX08407,2019,2,0,Texas,"Galveston, TX",La Marque
142347,TX08408,2010,1,1,Texas,"Galveston, TX",League City
142348,TX08408,2011,3,3,Texas,"Galveston, TX",League City
142349,TX08408,2013,2,4,Texas,"Galveston, TX",League City
142350,TX08408,2014,3,4,Texas,"Galveston, TX",League City
142351,TX08408,2015,1,1,Texas,"Galveston, TX",League City
142352,TX08408,2016,5,5,Texas,"Galveston, TX",League City
142353,TX08408,2017,3,0,Texas,"Galveston, TX",League City
142354,TX08408,2018,1,5,Texas,"Galveston, TX",League City
142355,TX08408,2019,3,3,Texas,"Galveston, TX",League City
142401,TX08409,2010,8,6,Texas,"Galveston, TX",Texas City
142402,TX08409,2011,4,2,Texas,"Galveston, TX",Texas City
142403,TX08409,2012,2,4,Texas,"Galveston, TX",Texas City
142404,TX08409,2013,2,1,Texas,"Galveston, TX",Texas City
142405,TX08409,2014,2,2,Texas,"Galveston, TX",Texas City
142406,TX08409,2015,3,3,Texas,"Galveston, TX",Texas City
142407,TX08409,2016,2,0,Texas,"Galveston, TX",Texas City
142408,TX08409,2017,2,0,Texas,"Galveston, TX",Texas City
142409,TX08409,2018,5,4,Texas,"Galveston, TX",Texas City
142410,TX08409,2019,5,2,Texas,"Galveston, TX",Texas City
142423,TX08421,2012,1,2,Texas,"Galveston, TX",Santa Fe
142424,TX08421,2013,1,0,Texas,"Galveston, TX",Santa Fe
142425,TX08421,2014,1,0,Texas,"Galveston, TX",Santa Fe
142428,TX08428,2018,10,10,Texas,"Galveston, TX",Isd: Santa Fe
142444,TX08500,2014,1,1,Texas,"Garza, TX",Garza County
142456,TX08600,2010,1,1,Texas,"Gillespie, TX",Gillespie County
142457,TX08600,2013,1,1,Texas,"Gillespie, TX",Gillespie County
142458,TX08600,2014,2,2,Texas,"Gillespie, TX",Gillespie County
142459,TX08600,2015,2,1,Texas,"Gillespie, TX",Gillespie County
142460,TX08600,2018,1,0,Texas,"Gillespie, TX",Gillespie County
142461,TX08600,2019,1,2,Texas,"Gillespie, TX",Gillespie County
142465,TX08601,2018,2,2,Texas,"Gillespie, TX",Fredericksburg
142472,TX08800,2013,1,0,Texas,"Goliad, TX",Goliad County
142473,TX08800,2014,2,1,Texas,"Goliad, TX",Goliad County
142474,TX08800,2017,1,1,Texas,"Goliad, TX",Goliad County
142475,TX08800,2019,1,1,Texas,"Goliad, TX",Goliad County
142498,TX08900,2010,1,1,Texas,"Gonzales, TX",Gonzales County
142499,TX08900,2011,1,1,Texas,"Gonzales, TX",Gonzales County
142500,TX08900,2015,1,1,Texas,"Gonzales, TX",Gonzales County
142519,TX08901,2012,2,2,Texas,"Gonzales, TX",Gonzales
142520,TX08901,2013,1,0,Texas,"Gonzales, TX",Gonzales
142521,TX08901,2019,1,0,Texas,"Gonzales, TX",Gonzales
142523,TX08904,2011,1,0,Texas,"Gonzales, TX",Waelder
142535,TX09000,2013,1,1,Texas,"Gray, TX",Gray County
142563,TX09002,2013,1,1,Texas,"Gray, TX",Pampa
142564,TX09002,2016,3,2,Texas,"Gray, TX",Pampa
142565,TX09002,2018,1,1,Texas,"Gray, TX",Pampa
142606,TX09100,2010,5,2,Texas,"Grayson, TX",Grayson County
142607,TX09100,2011,2,2,Texas,"Grayson, TX",Grayson County
142608,TX09100,2013,1,0,Texas,"Grayson, TX",Grayson County
142609,TX09100,2014,3,3,Texas,"Grayson, TX",Grayson County
142610,TX09100,2015,3,3,Texas,"Grayson, TX",Grayson County
142611,TX09100,2016,1,1,Texas,"Grayson, TX",Grayson County
142612,TX09100,2018,1,1,Texas,"Grayson, TX",Grayson County
142613,TX09101,2015,1,1,Texas,"Grayson, TX",Collinsville
142654,TX09102,2010,1,1,Texas,"Grayson, TX",Denison
142655,TX09102,2011,1,1,Texas,"Grayson, TX",Denison
142656,TX09102,2012,1,0,Texas,"Grayson, TX",Denison
142657,TX09102,2013,4,0,Texas,"Grayson, TX",Denison
142658,TX09102,2015,2,2,Texas,"Grayson, TX",Denison
142659,TX09102,2017,4,0,Texas,"Grayson, TX",Denison
142660,TX09102,2018,2,0,Texas,"Grayson, TX",Denison
142661,TX09102,2019,1,0,Texas,"Grayson, TX",Denison
142699,TX09104,2010,5,2,Texas,"Grayson, TX",Sherman
142700,TX09104,2011,1,2,Texas,"Grayson, TX",Sherman
142701,TX09104,2012,2,1,Texas,"Grayson, TX",Sherman
142702,TX09104,2013,2,2,Texas,"Grayson, TX",Sherman
142703,TX09104,2015,2,2,Texas,"Grayson, TX",Sherman
142704,TX09104,2016,4,3,Texas,"Grayson, TX",Sherman
142705,TX09104,2017,2,4,Texas,"Grayson, TX",Sherman
142706,TX09104,2019,3,1,Texas,"Grayson, TX",Sherman
142710,TX09110,2019,1,0,Texas,"Grayson, TX",Howe
142749,TX09200,2010,3,2,Texas,"Gregg, TX",Gregg County
142750,TX09200,2011,3,1,Texas,"Gregg, TX",Gregg County
142751,TX09200,2013,1,0,Texas,"Gregg, TX",Gregg County
142752,TX09200,2014,3,1,Texas,"Gregg, TX",Gregg County
142753,TX09200,2015,4,0,Texas,"Gregg, TX",Gregg County
142754,TX09200,2016,1,0,Texas,"Gregg, TX",Gregg County
142755,TX09200,2018,0,1,Texas,"Gregg, TX",Gregg County
142756,TX09200,2019,3,2,Texas,"Gregg, TX",Gregg County
142770,TX09202,2016,2,0,Texas,"Gregg, TX",Gladewater
142771,TX09202,2018,1,0,Texas,"Gregg, TX",Gladewater
142802,TX09204,2011,1,0,Texas,"Gregg, TX",Kilgore
142803,TX09204,2013,2,2,Texas,"Gregg, TX",Kilgore
142804,TX09204,2014,1,0,Texas,"Gregg, TX",Kilgore
142805,TX09204,2015,0,1,Texas,"Gregg, TX",Kilgore
142806,TX09204,2017,2,1,Texas,"Gregg, TX",Kilgore
142807,TX09204,2019,2,0,Texas,"Gregg, TX",Kilgore
142853,TX09205,2010,10,3,Texas,"Gregg, TX",Longview
142854,TX09205,2011,4,2,Texas,"Gregg, TX",Longview
142855,TX09205,2012,7,4,Texas,"Gregg, TX",Longview
142856,TX09205,2013,5,5,Texas,"Gregg, TX",Longview
142857,TX09205,2014,7,4,Texas,"Gregg, TX",Longview
142858,TX09205,2015,15,7,Texas,"Gregg, TX",Longview
142859,TX09205,2016,14,7,Texas,"Gregg, TX",Longview
142860,TX09205,2017,6,4,Texas,"Gregg, TX",Longview
142861,TX09205,2018,8,3,Texas,"Gregg, TX",Longview
142862,TX09205,2019,4,7,Texas,"Gregg, TX",Longview
142892,TX09300,2010,1,1,Texas,"Grimes, TX",Grimes County
142893,TX09300,2012,1,1,Texas,"Grimes, TX",Grimes County
142894,TX09300,2016,4,2,Texas,"Grimes, TX",Grimes County
142895,TX09300,2017,3,5,Texas,"Grimes, TX",Grimes County
142910,TX09301,2014,1,1,Texas,"Grimes, TX",Navasota
142911,TX09301,2016,1,1,Texas,"Grimes, TX",Navasota
142912,TX09301,2017,2,0,Texas,"Grimes, TX",Navasota
142943,TX09400,2010,1,3,Texas,"Guadalupe, TX",Guadalupe County
142944,TX09400,2014,1,0,Texas,"Guadalupe, TX",Guadalupe County
142945,TX09400,2016,1,1,Texas,"Guadalupe, TX",Guadalupe County
142946,TX09400,2017,4,3,Texas,"Guadalupe, TX",Guadalupe County
142947,TX09400,2018,3,0,Texas,"Guadalupe, TX",Guadalupe County
142948,TX09400,2019,2,2,Texas,"Guadalupe, TX",Guadalupe County
142957,TX09402,2014,1,0,Texas,"Guadalupe, TX",Schertz
142958,TX09402,2015,2,0,Texas,"Guadalupe, TX",Schertz
142959,TX09402,2018,1,1,Texas,"Guadalupe, TX",Schertz
142960,TX09402,2019,0,1,Texas,"Guadalupe, TX",Schertz
142997,TX09403,2010,2,0,Texas,"Guadalupe, TX",Seguin
142998,TX09403,2011,1,1,Texas,"Guadalupe, TX",Seguin
142999,TX09403,2012,1,3,Texas,"Guadalupe, TX",Seguin
143000,TX09403,2013,1,1,Texas,"Guadalupe, TX",Seguin
143001,TX09403,2014,0,1,Texas,"Guadalupe, TX",Seguin
143002,TX09403,2015,2,3,Texas,"Guadalupe, TX",Seguin
143003,TX09403,2016,4,3,Texas,"Guadalupe, TX",Seguin
143004,TX09403,2017,1,1,Texas,"Guadalupe, TX",Seguin
143005,TX09403,2018,1,0,Texas,"Guadalupe, TX",Seguin
143006,TX09403,2019,1,1,Texas,"Guadalupe, TX",Seguin
143008,TX09406,2012,1,1,Texas,"Guadalupe, TX",Cibolo
143009,TX09406,2013,0,1,Texas,"Guadalupe, TX",Cibolo
143010,TX09406,2017,1,1,Texas,"Guadalupe, TX",Cibolo
143031,TX09501,2012,1,1,Texas,"Hale, TX",Abernathy
143032,TX09502,2012,1,1,Texas,"Hale, TX",Hale Center
143064,TX09504,2010,1,2,Texas,"Hale, TX",Plainview
143068,TX09600,2019,1,1,Texas,"Hall, TX",Hall County
143094,TX09802,2013,1,1,Texas,"Hansford, TX",Spearman
143102,TX09900,2015,2,2,Texas,"Hardeman, TX",Hardeman County
143124,TX10000,2010,1,1,Texas,"Hardin, TX",Hardin County
143125,TX10000,2011,3,3,Texas,"Hardin, TX",Hardin County
143126,TX10000,2012,3,2,Texas,"Hardin, TX",Hardin County
143127,TX10000,2013,2,1,Texas,"Hardin, TX",Hardin County
143128,TX10000,2014,0,2,Texas,"Hardin, TX",Hardin County
143129,TX10000,2016,2,1,Texas,"Hardin, TX",Hardin County
143130,TX10000,2018,3,4,Texas,"Hardin, TX",Hardin County
143131,TX10000,2019,1,1,Texas,"Hardin, TX",Hardin County
143139,TX10001,2011,1,0,Texas,"Hardin, TX",Kountze
143140,TX10001,2014,1,1,Texas,"Hardin, TX",Kountze
143141,TX10001,2015,1,1,Texas,"Hardin, TX",Kountze
143161,TX10002,2015,1,1,Texas,"Hardin, TX",Silsbee
143162,TX10002,2019,1,1,Texas,"Hardin, TX",Silsbee
143164,TX10009,2014,1,1,Texas,"Hardin, TX",Lumberton
143165,TX10009,2016,1,0,Texas,"Hardin, TX",Lumberton
143166,TX10009,2019,1,0,Texas,"Hardin, TX",Lumberton
143203,TX10100,2010,77,48,Texas,"Harris, TX",Harris County
143204,TX10100,2011,73,49,Texas,"Harris, TX",Harris County
143205,TX10100,2012,77,49,Texas,"Harris, TX",Harris County
143206,TX10100,2013,106,39,Texas,"Harris, TX",Harris County
143207,TX10100,2014,68,41,Texas,"Harris, TX",Harris County
143208,TX10100,2015,89,35,Texas,"Harris, TX",Harris County
143209,TX10100,2016,92,48,Texas,"Harris, TX",Harris County
143210,TX10100,2017,92,43,Texas,"Harris, TX",Harris County
143211,TX10100,2018,86,33,Texas,"Harris, TX",Harris County
143212,TX10100,2019,97,64,Texas,"Harris, TX",Harris County
143257,TX10101,2010,6,3,Texas,"Harris, TX",Baytown
143258,TX10101,2011,1,1,Texas,"Harris, TX",Baytown
143259,TX10101,2012,5,6,Texas,"Harris, TX",Baytown
143260,TX10101,2013,4,3,Texas,"Harris, TX",Baytown
143261,TX10101,2014,5,4,Texas,"Harris, TX",Baytown
143262,TX10101,2015,6,5,Texas,"Harris, TX",Baytown
143263,TX10101,2016,9,6,Texas,"Harris, TX",Baytown
143264,TX10101,2017,6,7,Texas,"Harris, TX",Baytown
143265,TX10101,2018,2,1,Texas,"Harris, TX",Baytown
143266,TX10101,2019,3,0,Texas,"Harris, TX",Baytown
143280,TX10102,2010,0,1,Texas,"Harris, TX",Bellaire
143281,TX10102,2016,1,0,Texas,"Harris, TX",Bellaire
143282,TX10102,2019,1,0,Texas,"Harris, TX",Bellaire
143301,TX10104,2010,3,2,Texas,"Harris, TX",Deer Park
143302,TX10104,2011,0,1,Texas,"Harris, TX",Deer Park
143303,TX10104,2019,4,1,Texas,"Harris, TX",Deer Park
143315,TX10106,2018,2,0,Texas,"Harris, TX",Galena Park
143316,TX10106,2019,1,0,Texas,"Harris, TX",Galena Park
143334,TX10109,2011,2,1,Texas,"Harris, TX",Humble
143335,TX10109,2012,1,1,Texas,"Harris, TX",Humble
143336,TX10109,2013,0,1,Texas,"Harris, TX",Humble
143337,TX10109,2017,1,0,Texas,"Harris, TX",Humble
143338,TX10109,2018,2,1,Texas,"Harris, TX",Humble
143339,TX10109,2019,1,1,Texas,"Harris, TX",Humble
143354,TX10111,2011,1,1,Texas,"Harris, TX",Jacinto City
143355,TX10111,2013,1,1,Texas,"Harris, TX",Jacinto City
143358,TX10112,2011,1,0,Texas,"Harris, TX",Jersey Village
143387,TX10113,2012,1,0,Texas,"Harris, TX",La Porte
143388,TX10113,2014,0,3,Texas,"Harris, TX",La Porte
143389,TX10113,2016,1,1,Texas,"Harris, TX",La Porte
143390,TX10113,2018,2,3,Texas,"Harris, TX",La Porte
143391,TX10113,2019,1,1,Texas,"Harris, TX",La Porte
143436,TX10115,2010,7,4,Texas,"Harris, TX",Pasadena
143437,TX10115,2011,5,4,Texas,"Harris, TX",Pasadena
143438,TX10115,2012,8,3,Texas,"Harris, TX",Pasadena
143439,TX10115,2013,3,1,Texas,"Harris, TX",Pasadena
143440,TX10115,2014,7,5,Texas,"Harris, TX",Pasadena
143441,TX10115,2015,2,2,Texas,"Harris, TX",Pasadena
143442,TX10115,2016,3,3,Texas,"Harris, TX",Pasadena
143443,TX10115,2017,5,3,Texas,"Harris, TX",Pasadena
143444,TX10115,2018,7,2,Texas,"Harris, TX",Pasadena
143445,TX10115,2019,8,6,Texas,"Harris, TX",Pasadena
143492,TX10119,2010,0,1,Texas,"Harris, TX",South Houston
143493,TX10119,2011,2,1,Texas,"Harris, TX",South Houston
143494,TX10119,2012,1,1,Texas,"Harris, TX",South Houston
143495,TX10119,2014,2,0,Texas,"Harris, TX",South Houston
143496,TX10119,2015,0,1,Texas,"Harris, TX",South Houston
143497,TX10119,2016,1,2,Texas,"Harris, TX",South Houston
143498,TX10119,2018,1,1,Texas,"Harris, TX",South Houston
143499,TX10119,2019,1,0,Texas,"Harris, TX",South Houston
143515,TX10123,2011,1,1,Texas,"Harris, TX",Tomball
143516,TX10123,2015,1,0,Texas,"Harris, TX",Tomball
143517,TX10123,2017,1,1,Texas,"Harris, TX",Tomball
143534,TX10125,2010,1,1,Texas,"Harris, TX",Webster
143535,TX10125,2013,1,1,Texas,"Harris, TX",Webster
143536,TX10125,2015,1,1,Texas,"Harris, TX",Webster
143552,TX10127,2013,2,0,Texas,"Harris, TX",Katy
143553,TX10127,2016,1,1,Texas,"Harris, TX",Katy
143559,TX10128,2010,1,1,Texas,"Harris, TX",Nassau Bay
143560,TX10128,2017,1,1,Texas,"Harris, TX",Nassau Bay
143564,TX10133,2015,2,2,Texas,"Harris, TX",Texas Southern University
143568,TX10141,2014,1,1,Texas,"Harris, TX",Hedwig Village
143569,TX10141,2017,1,1,Texas,"Harris, TX",Hedwig Village
143572,TX10166,2013,1,1,Texas,"Harris, TX",Lakeview
143573,TX10167,2013,1,1,Texas,"Harris, TX",Isd: Katy
143616,TX10200,2010,1,2,Texas,"Harrison, TX",Harrison County
143617,TX10200,2011,1,0,Texas,"Harrison, TX",Harrison County
143618,TX10200,2012,1,1,Texas,"Harrison, TX",Harrison County
143619,TX10200,2014,2,2,Texas,"Harrison, TX",Harrison County
143620,TX10200,2018,4,0,Texas,"Harrison, TX",Harrison County
143621,TX10200,2019,3,2,Texas,"Harrison, TX",Harrison County
143663,TX10202,2010,2,1,Texas,"Harrison, TX",Marshall
143664,TX10202,2011,2,2,Texas,"Harrison, TX",Marshall
143665,TX10202,2012,2,2,Texas,"Harrison, TX",Marshall
143666,TX10202,2013,3,4,Texas,"Harrison, TX",Marshall
143667,TX10202,2014,3,4,Texas,"Harrison, TX",Marshall
143668,TX10202,2015,2,1,Texas,"Harrison, TX",Marshall
143669,TX10202,2016,3,1,Texas,"Harrison, TX",Marshall
143670,TX10202,2018,2,0,Texas,"Harrison, TX",Marshall
143671,TX10202,2019,3,1,Texas,"Harrison, TX",Marshall
143676,TX10300,2017,1,1,Texas,"Hartley, TX",Hartley County
143718,TX10500,2010,3,2,Texas,"Hays, TX",Hays County
143719,TX10500,2011,2,3,Texas,"Hays, TX",Hays County
143720,TX10500,2012,2,1,Texas,"Hays, TX",Hays County
143721,TX10500,2013,1,1,Texas,"Hays, TX",Hays County
143722,TX10500,2014,4,2,Texas,"Hays, TX",Hays County
143723,TX10500,2016,1,1,Texas,"Hays, TX",Hays County
143724,TX10500,2017,2,1,Texas,"Hays, TX",Hays County
143725,TX10500,2018,2,1,Texas,"Hays, TX",Hays County
143753,TX10501,2010,1,0,Texas,"Hays, TX",San Marcos
143754,TX10501,2011,1,0,Texas,"Hays, TX",San Marcos
143755,TX10501,2012,1,1,Texas,"Hays, TX",San Marcos
143756,TX10501,2013,3,3,Texas,"Hays, TX",San Marcos
143757,TX10501,2015,5,3,Texas,"Hays, TX",San Marcos
143758,TX10501,2016,1,1,Texas,"Hays, TX",San Marcos
143759,TX10501,2017,5,3,Texas,"Hays, TX",San Marcos
143760,TX10501,2018,1,1,Texas,"Hays, TX",San Marcos
143761,TX10501,2019,8,4,Texas,"Hays, TX",San Marcos
143767,TX10507,2010,1,0,Texas,"Hays, TX",Kyle
143768,TX10507,2011,1,0,Texas,"Hays, TX",Kyle
143769,TX10507,2012,1,0,Texas,"Hays, TX",Kyle
143770,TX10507,2015,2,0,Texas,"Hays, TX",Kyle
143771,TX10507,2016,3,3,Texas,"Hays, TX",Kyle
143772,TX10507,2018,1,1,Texas,"Hays, TX",Kyle
143773,TX10507,2019,1,0,Texas,"Hays, TX",Kyle
143813,TX10700,2010,3,3,Texas,"Henderson, TX",Henderson County
143814,TX10700,2011,2,3,Texas,"Henderson, TX",Henderson County
143815,TX10700,2012,2,1,Texas,"Henderson, TX",Henderson County
143816,TX10700,2014,2,2,Texas,"Henderson, TX",Henderson County
143817,TX10700,2015,1,1,Texas,"Henderson, TX",Henderson County
143818,TX10700,2016,2,2,Texas,"Henderson, TX",Henderson County
143819,TX10700,2017,5,3,Texas,"Henderson, TX",Henderson County
143820,TX10700,2018,3,1,Texas,"Henderson, TX",Henderson County
143821,TX10700,2019,2,1,Texas,"Henderson, TX",Henderson County
143843,TX10701,2011,1,1,Texas,"Henderson, TX",Athens
143844,TX10701,2014,1,1,Texas,"Henderson, TX",Athens
143845,TX10701,2016,1,1,Texas,"Henderson, TX",Athens
143846,TX10701,2018,1,0,Texas,"Henderson, TX",Athens
143847,TX10701,2019,0,1,Texas,"Henderson, TX",Athens
143864,TX10707,2013,1,0,Texas,"Henderson, TX",Gun Barrel City
143865,TX10707,2017,1,1,Texas,"Henderson, TX",Gun Barrel City
143910,TX10800,2010,14,16,Texas,"Hidalgo, TX",Hidalgo County
143911,TX10800,2011,20,15,Texas,"Hidalgo, TX",Hidalgo County
143912,TX10800,2012,22,11,Texas,"Hidalgo, TX",Hidalgo County
143913,TX10800,2013,14,7,Texas,"Hidalgo, TX",Hidalgo County
143914,TX10800,2014,12,9,Texas,"Hidalgo, TX",Hidalgo County
143915,TX10800,2015,17,13,Texas,"Hidalgo, TX",Hidalgo County
143916,TX10800,2016,10,10,Texas,"Hidalgo, TX",Hidalgo County
143917,TX10800,2017,22,14,Texas,"Hidalgo, TX",Hidalgo County
143918,TX10800,2018,4,2,Texas,"Hidalgo, TX",Hidalgo County
143919,TX10800,2019,5,6,Texas,"Hidalgo, TX",Hidalgo County
143931,TX10801,2011,3,3,Texas,"Hidalgo, TX",Alamo
143932,TX10801,2014,1,1,Texas,"Hidalgo, TX",Alamo
143933,TX10801,2019,1,0,Texas,"Hidalgo, TX",Alamo
143957,TX10802,2010,1,1,Texas,"Hidalgo, TX",Donna
143958,TX10802,2015,1,2,Texas,"Hidalgo, TX",Donna
143959,TX10802,2018,1,0,Texas,"Hidalgo, TX",Donna
143962,TX10803,2010,1,1,Texas,"Hidalgo, TX",Edcouch
143963,TX10803,2014,1,1,Texas,"Hidalgo, TX",Edcouch
143990,TX10804,2010,2,2,Texas,"Hidalgo, TX",Edinburg
143991,TX10804,2011,1,1,Texas,"Hidalgo, TX",Edinburg
143992,TX10804,2012,1,3,Texas,"Hidalgo, TX",Edinburg
143993,TX10804,2013,1,0,Texas,"Hidalgo, TX",Edinburg
143994,TX10804,2014,1,1,Texas,"Hidalgo, TX",Edinburg
143995,TX10804,2015,2,2,Texas,"Hidalgo, TX",Edinburg
143996,TX10804,2016,3,3,Texas,"Hidalgo, TX",Edinburg
143997,TX10804,2017,2,2,Texas,"Hidalgo, TX",Edinburg
143998,TX10804,2018,2,2,Texas,"Hidalgo, TX",Edinburg
143999,TX10804,2019,6,3,Texas,"Hidalgo, TX",Edinburg
144006,TX10805,2017,1,1,Texas,"Hidalgo, TX",Elsa
144007,TX10805,2018,1,1,Texas,"Hidalgo, TX",Elsa
144014,TX10806,2015,1,0,Texas,"Hidalgo, TX",Hidalgo
144015,TX10806,2016,0,1,Texas,"Hidalgo, TX",Hidalgo
144058,TX10808,2010,5,3,Texas,"Hidalgo, TX",Mcallen
144059,TX10808,2011,4,2,Texas,"Hidalgo, TX",Mcallen
144060,TX10808,2012,1,1,Texas,"Hidalgo, TX",Mcallen
144061,TX10808,2013,2,0,Texas,"Hidalgo, TX",Mcallen
144062,TX10808,2014,6,5,Texas,"Hidalgo, TX",Mcallen
144063,TX10808,2015,2,2,Texas,"Hidalgo, TX",Mcallen
144064,TX10808,2016,3,2,Texas,"Hidalgo, TX",Mcallen
144065,TX10808,2017,7,5,Texas,"Hidalgo, TX",Mcallen
144066,TX10808,2019,1,2,Texas,"Hidalgo, TX",Mcallen
144084,TX10809,2012,0,1,Texas,"Hidalgo, TX",Mercedes
