,ORI,YEAR,MRD,CLR,State,County,Agency
144085,TX10809,2014,1,1,Texas,"Hidalgo, TX",Mercedes
144086,TX10809,2015,1,0,Texas,"Hidalgo, TX",Mercedes
144087,TX10809,2018,1,1,Texas,"Hidalgo, TX",Mercedes
144111,TX10810,2010,2,3,Texas,"Hidalgo, TX",Mission
144112,TX10810,2011,2,2,Texas,"Hidalgo, TX",Mission
144113,TX10810,2012,3,2,Texas,"Hidalgo, TX",Mission
144114,TX10810,2014,0,1,Texas,"Hidalgo, TX",Mission
144115,TX10810,2015,1,1,Texas,"Hidalgo, TX",Mission
144116,TX10810,2019,1,1,Texas,"Hidalgo, TX",Mission
144150,TX10811,2010,6,5,Texas,"Hidalgo, TX",Pharr
144151,TX10811,2011,4,4,Texas,"Hidalgo, TX",Pharr
144152,TX10811,2014,1,0,Texas,"Hidalgo, TX",Pharr
144153,TX10811,2015,1,1,Texas,"Hidalgo, TX",Pharr
144154,TX10811,2016,1,0,Texas,"Hidalgo, TX",Pharr
144155,TX10811,2017,4,3,Texas,"Hidalgo, TX",Pharr
144156,TX10811,2018,2,3,Texas,"Hidalgo, TX",Pharr
144157,TX10811,2019,0,1,Texas,"Hidalgo, TX",Pharr
144176,TX10813,2010,3,2,Texas,"Hidalgo, TX",San Juan
144177,TX10813,2011,1,2,Texas,"Hidalgo, TX",San Juan
144178,TX10813,2013,1,2,Texas,"Hidalgo, TX",San Juan
144179,TX10813,2014,2,2,Texas,"Hidalgo, TX",San Juan
144180,TX10813,2015,2,1,Texas,"Hidalgo, TX",San Juan
144181,TX10813,2016,1,1,Texas,"Hidalgo, TX",San Juan
144182,TX10813,2017,1,1,Texas,"Hidalgo, TX",San Juan
144205,TX10814,2010,1,0,Texas,"Hidalgo, TX",Weslaco
144206,TX10814,2012,1,2,Texas,"Hidalgo, TX",Weslaco
144207,TX10814,2013,2,1,Texas,"Hidalgo, TX",Weslaco
144208,TX10814,2014,1,2,Texas,"Hidalgo, TX",Weslaco
144209,TX10814,2015,1,1,Texas,"Hidalgo, TX",Weslaco
144210,TX10814,2016,1,1,Texas,"Hidalgo, TX",Weslaco
144211,TX10814,2019,2,1,Texas,"Hidalgo, TX",Weslaco
144212,TX10822,2015,3,2,Texas,"Hidalgo, TX",Palmview
144213,TX10822,2016,3,7,Texas,"Hidalgo, TX",Palmview
144214,TX10822,2017,1,2,Texas,"Hidalgo, TX",Palmview
144216,TX10823,2013,1,1,Texas,"Hidalgo, TX",Alton
144217,TX10823,2019,2,2,Texas,"Hidalgo, TX",Alton
144221,TX10835,2013,1,1,Texas,"Hidalgo, TX",Palmhurst
144249,TX10900,2010,1,1,Texas,"Hill, TX",Hill County
144250,TX10900,2011,3,3,Texas,"Hill, TX",Hill County
144251,TX10900,2012,1,1,Texas,"Hill, TX",Hill County
144252,TX10900,2013,1,0,Texas,"Hill, TX",Hill County
144253,TX10900,2015,2,2,Texas,"Hill, TX",Hill County
144254,TX10900,2017,1,1,Texas,"Hill, TX",Hill County
144255,TX10900,2019,1,1,Texas,"Hill, TX",Hill County
144279,TX10901,2017,1,1,Texas,"Hill, TX",Hillsboro
144280,TX10901,2018,1,0,Texas,"Hill, TX",Hillsboro
144298,TX11000,2014,1,1,Texas,"Hockley, TX",Hockley County
144299,TX11000,2017,1,1,Texas,"Hockley, TX",Hockley County
144315,TX11001,2012,1,2,Texas,"Hockley, TX",Levelland
144316,TX11001,2015,1,1,Texas,"Hockley, TX",Levelland
144317,TX11001,2016,0,1,Texas,"Hockley, TX",Levelland
144318,TX11001,2018,1,1,Texas,"Hockley, TX",Levelland
144319,TX11001,2019,2,1,Texas,"Hockley, TX",Levelland
144339,TX11100,2010,1,3,Texas,"Hood, TX",Hood County
144340,TX11100,2011,1,1,Texas,"Hood, TX",Hood County
144341,TX11100,2012,1,2,Texas,"Hood, TX",Hood County
144342,TX11100,2013,2,2,Texas,"Hood, TX",Hood County
144343,TX11100,2015,2,2,Texas,"Hood, TX",Hood County
144344,TX11100,2018,2,1,Texas,"Hood, TX",Hood County
144350,TX11101,2010,0,2,Texas,"Hood, TX",Granbury
144351,TX11101,2011,1,1,Texas,"Hood, TX",Granbury
144352,TX11101,2017,1,1,Texas,"Hood, TX",Granbury
144353,TX11101,2019,1,0,Texas,"Hood, TX",Granbury
144373,TX11200,2011,1,1,Texas,"Hopkins, TX",Hopkins County
144374,TX11200,2012,0,1,Texas,"Hopkins, TX",Hopkins County
144375,TX11200,2014,1,1,Texas,"Hopkins, TX",Hopkins County
144376,TX11200,2017,2,2,Texas,"Hopkins, TX",Hopkins County
144377,TX11200,2018,2,1,Texas,"Hopkins, TX",Hopkins County
144378,TX11200,2019,1,1,Texas,"Hopkins, TX",Hopkins County
144395,TX11202,2011,2,2,Texas,"Hopkins, TX",Sulphur Springs
144396,TX11202,2013,1,1,Texas,"Hopkins, TX",Sulphur Springs
144397,TX11202,2015,2,1,Texas,"Hopkins, TX",Sulphur Springs
144398,TX11202,2018,2,3,Texas,"Hopkins, TX",Sulphur Springs
144418,TX11300,2010,1,1,Texas,"Houston, TX",Houston County
144419,TX11300,2011,3,3,Texas,"Houston, TX",Houston County
144420,TX11300,2012,1,1,Texas,"Houston, TX",Houston County
144421,TX11300,2015,1,0,Texas,"Houston, TX",Houston County
144422,TX11300,2016,1,1,Texas,"Houston, TX",Houston County
144439,TX11301,2011,1,1,Texas,"Houston, TX",Crockett
144440,TX11301,2019,1,1,Texas,"Houston, TX",Crockett
144470,TX11400,2012,1,0,Texas,"Howard, TX",Howard County
144471,TX11400,2013,1,0,Texas,"Howard, TX",Howard County
144472,TX11400,2014,1,1,Texas,"Howard, TX",Howard County
144473,TX11400,2015,1,0,Texas,"Howard, TX",Howard County
144474,TX11400,2017,1,0,Texas,"Howard, TX",Howard County
144475,TX11400,2018,1,0,Texas,"Howard, TX",Howard County
144517,TX11401,2012,2,0,Texas,"Howard, TX",Big Spring
144518,TX11401,2013,2,1,Texas,"Howard, TX",Big Spring
144519,TX11401,2014,1,2,Texas,"Howard, TX",Big Spring
144520,TX11401,2015,1,2,Texas,"Howard, TX",Big Spring
144521,TX11401,2016,3,2,Texas,"Howard, TX",Big Spring
144522,TX11401,2017,2,5,Texas,"Howard, TX",Big Spring
144523,TX11401,2018,2,2,Texas,"Howard, TX",Big Spring
144524,TX11401,2019,3,3,Texas,"Howard, TX",Big Spring
144536,TX11500,2014,2,0,Texas,"Hudspeth, TX",Hudspeth County
144565,TX11600,2010,3,2,Texas,"Hunt, TX",Hunt County
144566,TX11600,2011,3,3,Texas,"Hunt, TX",Hunt County
144567,TX11600,2013,0,1,Texas,"Hunt, TX",Hunt County
144568,TX11600,2014,4,4,Texas,"Hunt, TX",Hunt County
144569,TX11600,2015,0,2,Texas,"Hunt, TX",Hunt County
144570,TX11600,2016,2,3,Texas,"Hunt, TX",Hunt County
144571,TX11600,2017,3,3,Texas,"Hunt, TX",Hunt County
144572,TX11600,2018,1,2,Texas,"Hunt, TX",Hunt County
144573,TX11600,2019,4,4,Texas,"Hunt, TX",Hunt County
144588,TX11602,2010,0,1,Texas,"Hunt, TX",Commerce
144589,TX11602,2012,1,1,Texas,"Hunt, TX",Commerce
144590,TX11602,2018,2,1,Texas,"Hunt, TX",Commerce
144591,TX11602,2019,1,0,Texas,"Hunt, TX",Commerce
144634,TX11603,2011,3,1,Texas,"Hunt, TX",Greenville
144635,TX11603,2014,6,1,Texas,"Hunt, TX",Greenville
144636,TX11603,2015,0,2,Texas,"Hunt, TX",Greenville
144637,TX11603,2016,4,3,Texas,"Hunt, TX",Greenville
144638,TX11603,2017,4,4,Texas,"Hunt, TX",Greenville
144639,TX11603,2019,2,2,Texas,"Hunt, TX",Greenville
144641,TX11607,2014,1,1,Texas,"Hunt, TX",Caddo Mills
144654,TX11700,2011,1,0,Texas,"Hutchinson, TX",Hutchinson County
144655,TX11700,2016,0,1,Texas,"Hutchinson, TX",Hutchinson County
144678,TX11701,2010,1,1,Texas,"Hutchinson, TX",Borger
144679,TX11701,2011,1,1,Texas,"Hutchinson, TX",Borger
144680,TX11701,2014,2,2,Texas,"Hutchinson, TX",Borger
144681,TX11701,2016,0,1,Texas,"Hutchinson, TX",Borger
144682,TX11701,2017,2,2,Texas,"Hutchinson, TX",Borger
144688,TX11800,2015,1,1,Texas,"Irion, TX",Irion County
144695,TX11900,2015,1,1,Texas,"Jack, TX",Jack County
144696,TX11900,2018,1,1,Texas,"Jack, TX",Jack County
144699,TX11901,2014,1,1,Texas,"Jack, TX",Jacksboro
144711,TX12000,2013,2,1,Texas,"Jackson, TX",Jackson County
144723,TX12001,2010,1,1,Texas,"Jackson, TX",Edna
144724,TX12001,2013,1,1,Texas,"Jackson, TX",Edna
144725,TX12001,2017,1,0,Texas,"Jackson, TX",Edna
144726,TX12001,2018,0,1,Texas,"Jackson, TX",Edna
144727,TX12001,2019,1,0,Texas,"Jackson, TX",Edna
144754,TX12100,2011,2,2,Texas,"Jasper, TX",Jasper County
144755,TX12100,2012,2,1,Texas,"Jasper, TX",Jasper County
144756,TX12100,2013,1,2,Texas,"Jasper, TX",Jasper County
144757,TX12100,2014,1,0,Texas,"Jasper, TX",Jasper County
144758,TX12100,2015,0,2,Texas,"Jasper, TX",Jasper County
144759,TX12100,2017,1,1,Texas,"Jasper, TX",Jasper County
144760,TX12100,2018,1,0,Texas,"Jasper, TX",Jasper County
144761,TX12100,2019,2,1,Texas,"Jasper, TX",Jasper County
144776,TX12101,2014,1,1,Texas,"Jasper, TX",Jasper
144777,TX12101,2018,1,1,Texas,"Jasper, TX",Jasper
144778,TX12101,2019,1,1,Texas,"Jasper, TX",Jasper
144786,TX12200,2015,1,1,Texas,"Jeff Davis, TX",Jeff Davis County
144787,TX12200,2017,1,0,Texas,"Jeff Davis, TX",Jeff Davis County
144788,TX12200,2018,1,1,Texas,"Jeff Davis, TX",Jeff Davis County
144820,TX12300,2010,2,2,Texas,"Jefferson, TX",Jefferson County
144821,TX12300,2013,5,3,Texas,"Jefferson, TX",Jefferson County
144822,TX12300,2014,1,1,Texas,"Jefferson, TX",Jefferson County
144823,TX12300,2016,1,0,Texas,"Jefferson, TX",Jefferson County
144824,TX12300,2019,1,0,Texas,"Jefferson, TX",Jefferson County
144870,TX12301,2010,10,11,Texas,"Jefferson, TX",Beaumont
144871,TX12301,2011,13,16,Texas,"Jefferson, TX",Beaumont
144872,TX12301,2012,13,15,Texas,"Jefferson, TX",Beaumont
144873,TX12301,2013,16,12,Texas,"Jefferson, TX",Beaumont
144874,TX12301,2014,16,15,Texas,"Jefferson, TX",Beaumont
144875,TX12301,2015,16,10,Texas,"Jefferson, TX",Beaumont
144876,TX12301,2016,14,6,Texas,"Jefferson, TX",Beaumont
144877,TX12301,2017,16,13,Texas,"Jefferson, TX",Beaumont
144878,TX12301,2018,13,8,Texas,"Jefferson, TX",Beaumont
144879,TX12301,2019,19,16,Texas,"Jefferson, TX",Beaumont
144896,TX12303,2012,1,1,Texas,"Jefferson, TX",Groves
144915,TX12305,2012,2,2,Texas,"Jefferson, TX",Nederland
144916,TX12305,2013,2,1,Texas,"Jefferson, TX",Nederland
144917,TX12305,2018,1,1,Texas,"Jefferson, TX",Nederland
144918,TX12305,2019,1,1,Texas,"Jefferson, TX",Nederland
144966,TX12307,2010,6,4,Texas,"Jefferson, TX",Port Arthur
144967,TX12307,2011,8,5,Texas,"Jefferson, TX",Port Arthur
144968,TX12307,2012,4,2,Texas,"Jefferson, TX",Port Arthur
144969,TX12307,2013,5,5,Texas,"Jefferson, TX",Port Arthur
144970,TX12307,2014,8,6,Texas,"Jefferson, TX",Port Arthur
144971,TX12307,2015,5,3,Texas,"Jefferson, TX",Port Arthur
144972,TX12307,2016,5,3,Texas,"Jefferson, TX",Port Arthur
144973,TX12307,2017,6,5,Texas,"Jefferson, TX",Port Arthur
144974,TX12307,2018,13,7,Texas,"Jefferson, TX",Port Arthur
144975,TX12307,2019,9,3,Texas,"Jefferson, TX",Port Arthur
144988,TX12308,2010,1,1,Texas,"Jefferson, TX",Port Neches
144989,TX12308,2017,1,0,Texas,"Jefferson, TX",Port Neches
144994,TX12400,2012,1,1,Texas,"Jim Hogg, TX",Jim Hogg County
145015,TX12500,2010,1,0,Texas,"Jim Wells, TX",Jim Wells County
145016,TX12500,2012,3,3,Texas,"Jim Wells, TX",Jim Wells County
145017,TX12500,2013,3,1,Texas,"Jim Wells, TX",Jim Wells County
145018,TX12500,2014,2,1,Texas,"Jim Wells, TX",Jim Wells County
145019,TX12500,2015,3,1,Texas,"Jim Wells, TX",Jim Wells County
145020,TX12500,2018,2,2,Texas,"Jim Wells, TX",Jim Wells County
145051,TX12501,2011,1,1,Texas,"Jim Wells, TX",Alice
145052,TX12501,2012,10,8,Texas,"Jim Wells, TX",Alice
145053,TX12501,2013,0,1,Texas,"Jim Wells, TX",Alice
145054,TX12501,2014,1,2,Texas,"Jim Wells, TX",Alice
145055,TX12501,2015,1,1,Texas,"Jim Wells, TX",Alice
145060,TX12502,2010,1,1,Texas,"Jim Wells, TX",Premont
145099,TX12600,2010,2,1,Texas,"Johnson, TX",Johnson County
145100,TX12600,2011,3,3,Texas,"Johnson, TX",Johnson County
145101,TX12600,2012,3,1,Texas,"Johnson, TX",Johnson County
145102,TX12600,2015,1,1,Texas,"Johnson, TX",Johnson County
145103,TX12600,2016,2,2,Texas,"Johnson, TX",Johnson County
145104,TX12600,2017,2,1,Texas,"Johnson, TX",Johnson County
145105,TX12600,2018,1,1,Texas,"Johnson, TX",Johnson County
145113,TX12601,2010,2,2,Texas,"Johnson, TX",Alvarado
145119,TX12602,2012,1,1,Texas,"Johnson, TX",Burleson
145120,TX12602,2017,4,4,Texas,"Johnson, TX",Burleson
145121,TX12602,2018,2,1,Texas,"Johnson, TX",Burleson
145122,TX12602,2019,1,1,Texas,"Johnson, TX",Burleson
145150,TX12603,2012,1,1,Texas,"Johnson, TX",Cleburne
145151,TX12603,2014,1,1,Texas,"Johnson, TX",Cleburne
145152,TX12603,2018,2,0,Texas,"Johnson, TX",Cleburne
145155,TX12612,2017,1,1,Texas,"Johnson, TX",Venus
145176,TX12700,2016,2,2,Texas,"Jones, TX",Jones County
145177,TX12700,2017,1,1,Texas,"Jones, TX",Jones County
145178,TX12700,2018,1,1,Texas,"Jones, TX",Jones County
145182,TX12701,2010,1,1,Texas,"Jones, TX",Anson
145183,TX12701,2014,1,1,Texas,"Jones, TX",Anson
145190,TX12702,2017,1,1,Texas,"Jones, TX",Hamlin
145204,TX12704,2016,1,1,Texas,"Jones, TX",Stamford
145215,TX12800,2013,1,1,Texas,"Karnes, TX",Karnes County
145216,TX12800,2015,1,1,Texas,"Karnes, TX",Karnes County
145217,TX12800,2019,1,1,Texas,"Karnes, TX",Karnes County
145220,TX12801,2012,1,1,Texas,"Karnes, TX",Karnes City
145226,TX12802,2012,1,1,Texas,"Karnes, TX",Kenedy
145227,TX12802,2016,1,1,Texas,"Karnes, TX",Kenedy
145261,TX12900,2010,2,2,Texas,"Kaufman, TX",Kaufman County
145262,TX12900,2012,1,0,Texas,"Kaufman, TX",Kaufman County
145263,TX12900,2013,2,2,Texas,"Kaufman, TX",Kaufman County
145264,TX12900,2014,2,2,Texas,"Kaufman, TX",Kaufman County
145265,TX12900,2015,2,2,Texas,"Kaufman, TX",Kaufman County
145266,TX12900,2016,1,0,Texas,"Kaufman, TX",Kaufman County
145267,TX12900,2017,2,1,Texas,"Kaufman, TX",Kaufman County
145268,TX12900,2018,2,3,Texas,"Kaufman, TX",Kaufman County
145269,TX12900,2019,2,1,Texas,"Kaufman, TX",Kaufman County
145286,TX12902,2013,1,0,Texas,"Kaufman, TX",Kaufman
145326,TX12905,2011,2,2,Texas,"Kaufman, TX",Terrell
145327,TX12905,2012,1,1,Texas,"Kaufman, TX",Terrell
145328,TX12905,2013,6,5,Texas,"Kaufman, TX",Terrell
145329,TX12905,2015,1,1,Texas,"Kaufman, TX",Terrell
145330,TX12905,2017,1,1,Texas,"Kaufman, TX",Terrell
145331,TX12905,2018,3,0,Texas,"Kaufman, TX",Terrell
145332,TX12905,2019,2,0,Texas,"Kaufman, TX",Terrell
145351,TX13000,2011,2,2,Texas,"Kendall, TX",Kendall County
145352,TX13000,2012,1,1,Texas,"Kendall, TX",Kendall County
145353,TX13000,2016,1,0,Texas,"Kendall, TX",Kendall County
145355,TX13001,2017,1,0,Texas,"Kendall, TX",Boerne
145386,TX13300,2011,1,1,Texas,"Kerr, TX",Kerr County
145387,TX13300,2012,1,0,Texas,"Kerr, TX",Kerr County
145388,TX13300,2013,1,1,Texas,"Kerr, TX",Kerr County
145389,TX13300,2014,1,1,Texas,"Kerr, TX",Kerr County
145390,TX13300,2015,1,1,Texas,"Kerr, TX",Kerr County
145391,TX13300,2016,6,6,Texas,"Kerr, TX",Kerr County
145392,TX13300,2017,1,0,Texas,"Kerr, TX",Kerr County
145419,TX13301,2011,1,1,Texas,"Kerr, TX",Kerrville
145420,TX13301,2012,1,1,Texas,"Kerr, TX",Kerrville
145421,TX13301,2013,3,1,Texas,"Kerr, TX",Kerrville
145422,TX13301,2014,1,2,Texas,"Kerr, TX",Kerrville
145423,TX13301,2015,1,1,Texas,"Kerr, TX",Kerrville
145424,TX13301,2016,2,1,Texas,"Kerr, TX",Kerrville
145425,TX13301,2018,1,1,Texas,"Kerr, TX",Kerrville
145426,TX13301,2019,1,0,Texas,"Kerr, TX",Kerrville
145429,TX13305,2010,1,1,Texas,"Kerr, TX",Ingram
145430,TX13305,2011,1,0,Texas,"Kerr, TX",Ingram
145440,TX13400,2010,1,1,Texas,"Kimble, TX",Kimble County
145441,TX13401,2014,1,0,Texas,"Kimble, TX",Junction
145446,TX13600,2010,1,1,Texas,"Kinney, TX",Kinney County
145461,TX13700,2011,1,1,Texas,"Kleberg, TX",Kleberg County
145462,TX13700,2012,1,1,Texas,"Kleberg, TX",Kleberg County
145463,TX13700,2019,2,2,Texas,"Kleberg, TX",Kleberg County
145491,TX13701,2010,1,3,Texas,"Kleberg, TX",Kingsville
145492,TX13701,2013,1,1,Texas,"Kleberg, TX",Kingsville
145493,TX13701,2015,1,1,Texas,"Kleberg, TX",Kingsville
145494,TX13701,2016,2,2,Texas,"Kleberg, TX",Kingsville
145495,TX13701,2017,1,1,Texas,"Kleberg, TX",Kingsville
145496,TX13701,2019,1,1,Texas,"Kleberg, TX",Kingsville
145516,TX13900,2010,1,1,Texas,"Lamar, TX",Lamar County
145517,TX13900,2011,1,2,Texas,"Lamar, TX",Lamar County
145518,TX13900,2012,1,1,Texas,"Lamar, TX",Lamar County
145519,TX13900,2013,1,0,Texas,"Lamar, TX",Lamar County
145520,TX13900,2014,2,2,Texas,"Lamar, TX",Lamar County
145521,TX13900,2018,2,2,Texas,"Lamar, TX",Lamar County
145522,TX13900,2019,1,1,Texas,"Lamar, TX",Lamar County
145567,TX13902,2010,1,1,Texas,"Lamar, TX",Paris
145568,TX13902,2011,2,2,Texas,"Lamar, TX",Paris
145569,TX13902,2012,3,2,Texas,"Lamar, TX",Paris
145570,TX13902,2013,5,1,Texas,"Lamar, TX",Paris
145571,TX13902,2014,1,1,Texas,"Lamar, TX",Paris
145572,TX13902,2015,1,0,Texas,"Lamar, TX",Paris
145573,TX13902,2016,1,0,Texas,"Lamar, TX",Paris
145574,TX13902,2017,1,1,Texas,"Lamar, TX",Paris
145575,TX13902,2018,1,0,Texas,"Lamar, TX",Paris
145577,TX13910,2012,1,1,Texas,"Lamar, TX",Reno
145614,TX14003,2012,1,1,Texas,"Lamb, TX",Littlefield
145630,TX14100,2013,1,1,Texas,"Lampasas, TX",Lampasas County
145631,TX14100,2019,1,0,Texas,"Lampasas, TX",Lampasas County
145642,TX14101,2017,1,1,Texas,"Lampasas, TX",Lampasas
145655,TX14200,2011,1,1,Texas,"La Salle, TX",La Salle County
145656,TX14200,2014,1,2,Texas,"La Salle, TX",La Salle County
145666,TX14300,2010,1,0,Texas,"Lavaca, TX",Lavaca County
145667,TX14300,2018,1,0,Texas,"Lavaca, TX",Lavaca County
145668,TX14300,2019,2,1,Texas,"Lavaca, TX",Lavaca County
145687,TX14303,2015,1,1,Texas,"Lavaca, TX",Yoakum
145705,TX14400,2010,1,1,Texas,"Lee, TX",Lee County
145706,TX14400,2017,1,0,Texas,"Lee, TX",Lee County
145707,TX14400,2018,1,0,Texas,"Lee, TX",Lee County
145732,TX14500,2012,1,1,Texas,"Leon, TX",Leon County
145733,TX14500,2018,1,0,Texas,"Leon, TX",Leon County
145766,TX14600,2010,3,2,Texas,"Liberty, TX",Liberty County
145767,TX14600,2011,1,0,Texas,"Liberty, TX",Liberty County
145768,TX14600,2012,1,1,Texas,"Liberty, TX",Liberty County
145769,TX14600,2014,4,4,Texas,"Liberty, TX",Liberty County
145770,TX14600,2015,4,4,Texas,"Liberty, TX",Liberty County
145771,TX14600,2016,2,2,Texas,"Liberty, TX",Liberty County
145772,TX14600,2018,2,1,Texas,"Liberty, TX",Liberty County
145773,TX14600,2019,1,1,Texas,"Liberty, TX",Liberty County
145797,TX14601,2010,1,0,Texas,"Liberty, TX",Cleveland
145798,TX14601,2014,1,1,Texas,"Liberty, TX",Cleveland
145799,TX14601,2015,1,2,Texas,"Liberty, TX",Cleveland
145800,TX14601,2016,1,1,Texas,"Liberty, TX",Cleveland
145801,TX14601,2019,1,0,Texas,"Liberty, TX",Cleveland
145812,TX14603,2014,1,1,Texas,"Liberty, TX",Dayton
145813,TX14603,2015,1,1,Texas,"Liberty, TX",Dayton
145814,TX14603,2016,1,0,Texas,"Liberty, TX",Dayton
145838,TX14604,2013,1,0,Texas,"Liberty, TX",Liberty
145839,TX14604,2014,0,2,Texas,"Liberty, TX",Liberty
145840,TX14604,2015,1,0,Texas,"Liberty, TX",Liberty
145861,TX14700,2011,3,3,Texas,"Limestone, TX",Limestone County
145862,TX14700,2017,1,0,Texas,"Limestone, TX",Limestone County
145887,TX14703,2010,2,1,Texas,"Limestone, TX",Mexia
145888,TX14703,2011,3,2,Texas,"Limestone, TX",Mexia
145889,TX14703,2012,2,2,Texas,"Limestone, TX",Mexia
145890,TX14703,2013,1,1,Texas,"Limestone, TX",Mexia
145891,TX14703,2016,1,2,Texas,"Limestone, TX",Mexia
145893,TX14800,2015,3,3,Texas,"Lipscomb, TX",Lipscomb County
145908,TX14900,2016,2,2,Texas,"Live Oak, TX",Live Oak County
145911,TX14901,2013,1,1,Texas,"Live Oak, TX",Three Rivers
145925,TX15000,2010,1,1,Texas,"Llano, TX",Llano County
145926,TX15000,2014,1,1,Texas,"Llano, TX",Llano County
145927,TX15000,2016,1,1,Texas,"Llano, TX",Llano County
145928,TX15000,2019,1,1,Texas,"Llano, TX",Llano County
145963,TX15200,2011,3,1,Texas,"Lubbock, TX",Lubbock County
145964,TX15200,2013,2,2,Texas,"Lubbock, TX",Lubbock County
145965,TX15200,2014,1,1,Texas,"Lubbock, TX",Lubbock County
145966,TX15200,2015,1,1,Texas,"Lubbock, TX",Lubbock County
145967,TX15200,2017,1,0,Texas,"Lubbock, TX",Lubbock County
145968,TX15200,2018,1,0,Texas,"Lubbock, TX",Lubbock County
145969,TX15200,2019,1,0,Texas,"Lubbock, TX",Lubbock County
146016,TX15202,2010,10,10,Texas,"Lubbock, TX",Lubbock
146017,TX15202,2011,8,4,Texas,"Lubbock, TX",Lubbock
146018,TX15202,2012,11,8,Texas,"Lubbock, TX",Lubbock
146019,TX15202,2013,5,5,Texas,"Lubbock, TX",Lubbock
146020,TX15202,2014,12,8,Texas,"Lubbock, TX",Lubbock
146021,TX15202,2015,16,13,Texas,"Lubbock, TX",Lubbock
146022,TX15202,2016,6,6,Texas,"Lubbock, TX",Lubbock
146023,TX15202,2017,11,6,Texas,"Lubbock, TX",Lubbock
146024,TX15202,2018,13,5,Texas,"Lubbock, TX",Lubbock
146025,TX15202,2019,10,4,Texas,"Lubbock, TX",Lubbock
146043,TX15204,2012,1,1,Texas,"Lubbock, TX",Slaton
146044,TX15204,2016,1,1,Texas,"Lubbock, TX",Slaton
146045,TX15204,2017,0,1,Texas,"Lubbock, TX",Slaton
146046,TX15206,2017,1,1,Texas,"Lubbock, TX",Tx Tech Un: Lubbock
146061,TX15300,2011,1,0,Texas,"Lynn, TX",Lynn County
146062,TX15300,2016,2,2,Texas,"Lynn, TX",Lynn County
146072,TX15400,2016,1,1,Texas,"McCulloch, TX",Mcculloch County
146121,TX15500,2011,1,1,Texas,"McLennan, TX",Mclennan County
146122,TX15500,2014,4,4,Texas,"McLennan, TX",Mclennan County
146123,TX15500,2015,1,1,Texas,"McLennan, TX",Mclennan County
146124,TX15500,2016,1,1,Texas,"McLennan, TX",Mclennan County
146125,TX15500,2017,2,2,Texas,"McLennan, TX",Mclennan County
146126,TX15500,2018,0,1,Texas,"McLennan, TX",Mclennan County
146144,TX15501,2010,2,2,Texas,"McLennan, TX",Bellmead
146145,TX15501,2016,1,1,Texas,"McLennan, TX",Bellmead
146154,TX15504,2013,2,0,Texas,"McLennan, TX",Hewitt
146155,TX15504,2018,1,1,Texas,"McLennan, TX",Hewitt
146156,TX15504,2019,1,0,Texas,"McLennan, TX",Hewitt
146162,TX15505,2010,1,1,Texas,"McLennan, TX",Lacy-Lakeview
146170,TX15507,2012,1,1,Texas,"McLennan, TX",Mcgregor
146185,TX15511,2011,0,1,Texas,"McLennan, TX",Robinson
146186,TX15511,2012,1,3,Texas,"McLennan, TX",Robinson
146187,TX15511,2013,1,0,Texas,"McLennan, TX",Robinson
146188,TX15511,2014,0,1,Texas,"McLennan, TX",Robinson
146234,TX15512,2010,5,4,Texas,"McLennan, TX",Waco
146235,TX15512,2011,11,10,Texas,"McLennan, TX",Waco
146236,TX15512,2012,6,4,Texas,"McLennan, TX",Waco
146237,TX15512,2013,4,2,Texas,"McLennan, TX",Waco
146238,TX15512,2014,6,5,Texas,"McLennan, TX",Waco
146239,TX15512,2015,22,5,Texas,"McLennan, TX",Waco
146240,TX15512,2016,4,2,Texas,"McLennan, TX",Waco
146241,TX15512,2017,5,2,Texas,"McLennan, TX",Waco
146242,TX15512,2018,3,3,Texas,"McLennan, TX",Waco
146243,TX15512,2019,10,5,Texas,"McLennan, TX",Waco
146249,TX15518,2019,1,1,Texas,"McLennan, TX",Texas State Technical College: Waco
146250,TX15526,2010,1,1,Texas,"McLennan, TX",Bruceville-Eddy
146251,TX15526,2012,1,1,Texas,"McLennan, TX",Bruceville-Eddy
146277,TX15700,2010,2,1,Texas,"Madison, TX",Madison County
146285,TX15701,2014,1,1,Texas,"Madison, TX",Madisonville
146314,TX15800,2011,1,1,Texas,"Marion, TX",Marion County
146315,TX15800,2012,1,1,Texas,"Marion, TX",Marion County
146316,TX15800,2017,4,2,Texas,"Marion, TX",Marion County
146317,TX15800,2018,1,1,Texas,"Marion, TX",Marion County
146326,TX15801,2014,1,0,Texas,"Marion, TX",Jefferson
146336,TX15900,2011,1,0,Texas,"Martin, TX",Martin County
146339,TX15901,2014,0,1,Texas,"Martin, TX",Stanton
146340,TX15901,2017,1,1,Texas,"Martin, TX",Stanton
146377,TX16100,2011,1,0,Texas,"Matagorda, TX",Matagorda County
146378,TX16100,2016,1,0,Texas,"Matagorda, TX",Matagorda County
146379,TX16100,2017,0,1,Texas,"Matagorda, TX",Matagorda County
146380,TX16100,2018,2,0,Texas,"Matagorda, TX",Matagorda County
146407,TX16101,2010,2,1,Texas,"Matagorda, TX",Bay City
146408,TX16101,2011,4,4,Texas,"Matagorda, TX",Bay City
146409,TX16101,2012,1,1,Texas,"Matagorda, TX",Bay City
