ORI,YEAR,MRD,CLR,State,County,Agency
OH08500,2017,2,2,Ohio,"Wayne, OH",Wayne County
KY07900,2018,1,1,Kentucky,"Marshall, KY",Marshall County
SC01700,2010,2,2,South Carolina,"Dillon, SC",Dillon County
OR00900,2013,2,1,Oregon,"Deschutes, OR",Deschutes County
KS01802,2017,1,1,Kansas,"Cowley, KS",Winfield
IL01667,2016,5,0,Illinois,"Cook, IL",Maywood
VA07501,2017,3,3,Virginia,"Manassas, VA",Manassas
TX05718,2011,2,1,Texas,"Dallas, TX",Mesquite
RI00204,2015,1,0,Rhodes Island,"Kent, RI",West Warwick
TX18401,2015,1,2,Texas,"Parker, TX",Weatherford
VA03300,2013,4,2,Virginia,"Franklin, VA",Franklin County
AL05002,2017,1,1,Alabama,"Marshall, AL",Guntersville
NH00902,2015,0,1,New Hampshire,"Strafford, NH",Barrington
CA01509,2017,1,1,California,"Kern, CA",Tehachapi
KY09101,2011,1,1,Kentucky,"Nicholas, KY",Carlisle
CA03607,2018,6,7,California,"San Bernardino, CA",Ontario
IA09100,2018,1,1,Iowa,"Warren, IA",Warren County
CT00011,2013,1,1,Connecticut,"Hartford, CT",Bloomfield
PA00407,2011,1,1,Pennsylvania,"Beaver, PA",Rochester
WI05200,2011,2,2,Wisconsin,"Racine, WI",Racine County
LA01002,2018,6,6,Louisiana,"Calcasieu, LA",Lake Charles
LA02905,2012,1,0,Louisiana,"Lafourche, LA",Thibodaux
WVWSP47,2011,1,1,West Virginia,"Roane, WV",State Police: Spencer
FL01800,2013,3,2,Florida,"Flagler, FL",Flagler County
IN06406,2011,1,1,Indiana,"Porter, IN",Porter
NJ00428,2017,1,1,New Jersey,"Camden, NJ",Pine Hill
TN08200,2012,1,0,Tennessee,"Sullivan, TN",Sullivan County
MI34134,2018,1,0,Michigan,"Ionia, MI",Ionia
GA00500,2012,2,1,Georgia,"Baldwin, GA",Baldwin County
PA06545,2015,1,0,Pennsylvania,"Westmoreland, PA",Rostraver Township
TN05100,2015,1,0,Tennessee,"Lewis, TN",Lewis County
TN05700,2010,2,0,Tennessee,"Madison, TN",Madison County
WV02501,2017,3,0,West Virginia,"Marion, WV",Fairmont
CA05703,2015,1,0,California,"Yolo, CA",Woodland
OR03001,2010,1,1,Oregon,"Umatilla, OR",Hermiston
TN08800,2015,1,1,Tennessee,"Van Buren, TN",Van Buren County
LA01601,2016,1,1,Louisiana,"De Soto, LA",Mansfield
FL00603,2018,20,13,Florida,"Broward, FL",Fort Lauderdale
NJ01514,2019,1,0,New Jersey,"Ocean, NJ",Lakewood Township
AR07201,2019,3,3,Arkansas,"Washington, AR",Fayetteville
SC01500,2014,2,2,South Carolina,"Colleton, SC",Colleton County
AR01800,2012,2,1,Arkansas,"Crittenden, AR",Crittenden County
CA01799,2012,0,1,California,"Lake, CA",HP: Lake County
NC00401,2011,2,2,North Carolina,"Anson, NC",Wadesboro
WY01203,2010,1,1,Wyoming,"Lincoln, WY",Diamondville
MI08108,2011,1,0,Michigan,"Barry, MI",Barry
NY01302,2015,2,1,New York,"Dutchess, NY",Poughkeepsie
CA03706,2013,6,6,California,"San Diego, CA",Escondido
CA04900,2019,1,1,California,"Sonoma, CA",Sonoma County
NC09600,2017,1,1,North Carolina,"Wayne, NC",Wayne County
CA02002,2017,4,4,California,"Madera, CA",Madera
TX23600,2015,1,1,Texas,"Walker, TX",Walker County
GA14300,2016,1,1,Georgia,"Twiggs, GA",Twiggs County
IA08201,2015,1,1,Iowa,"Scott, IA",Bettendorf
IN346SP,2010,3,0,Indiana,"La Porte, IN",State Police: La Porte County
NC09300,2014,2,2,North Carolina,"Warren, NC",Warren County
NC07905,2012,1,1,North Carolina,"Rockingham, NC",Reidsville
CA00400,2013,7,3,California,"Butte, CA",Butte County
CA03312,2019,4,1,California,"Riverside, CA",Perris
LA04000,2011,3,1,Louisiana,"Rapides, LA",Rapides County
NC09601,2013,5,5,North Carolina,"Wayne, NC",Goldsboro
TX11001,2019,2,1,Texas,"Hockley, TX",Levelland
NM01302,2012,3,3,New Mexico,"Lea, NM",Hobbs
MI76336,2018,1,1,Michigan,"Sanilac, MI",Croswell
MI34134,2013,1,0,Michigan,"Ionia, MI",Ionia
OH02100,2012,1,0,Ohio,"Delaware, OH",Delaware County
PA04007,2010,1,0,Pennsylvania,"Luzerne, PA",Hazleton
IL08222,2015,1,0,Illinois,"St. Clair, IL",Sauget
NM01700,2018,2,0,New Mexico,"McKinley, NM",Mckinley County
WI01100,2014,1,2,Wisconsin,"Columbia, WI",Columbia County
CA03706,2018,4,5,California,"San Diego, CA",Escondido
NC02400,2012,3,4,North Carolina,"Columbus, NC",Columbus County
NC03100,2011,7,0,North Carolina,"Duplin, NC",Duplin County
WA00500,2014,2,2,Washington,"Clallam, WA",Clallam County
ND05102,2019,1,1,North Dakota,"Ward, ND",Minot
CA01500,2015,31,11,California,"Kern, CA",Kern County
FL05400,2012,5,2,Florida,"Putnam, FL",Putnam County
VA04001,2010,1,1,Virginia,"Emporia, VA",Emporia
TX22100,2018,0,1,Texas,"Taylor, TX",Taylor County
MN05300,2015,1,0,Minnesota,"Nobles, MN",Nobles County
NJ00108,2014,2,3,New Jersey,"Atlantic, NJ",Egg Harbor Township
VA05301,2016,3,2,Virginia,"Loudoun, VA",Leesburg
IN00901,2016,1,1,Indiana,"Cass, IN",Logansport
KY04700,2015,3,2,Kentucky,"Hardin, KY",Hardin County
WA03119,2013,2,2,Washington,"Snohomish, WA",Lake Stevens
NC09207,2015,2,3,North Carolina,"Wake, NC",Wake Forest
NC07301,2014,0,1,North Carolina,"Person, NC",Roxboro
CA05004,2012,2,2,California,"Stanislaus, CA",Oakdale
MI75075,2010,1,1,Michigan,"St. Joseph, MI",State Police: St. Joseph County
OH03500,2012,1,1,Ohio,"Henry, OH",Henry County
KY05919,2013,1,0,Kentucky,"Kenton, KY",Independence
MO04806,2014,3,2,Missouri,"Jackson, MO",Independence
IA07500,2014,4,0,Iowa,"Plymouth, IA",Plymouth County
KYKSP14,2015,3,3,Kentucky,"Boyd, KY",State Police Post 14
MI82343,2012,1,1,Michigan,"Wayne, MI",Dearborn
CA04313,2012,45,26,California,"Santa Clara, CA",San Jose
SC00101,2015,1,1,South Carolina,"Abbeville, SC",Abbeville
VA01400,2014,1,0,Virginia,"Buchanan, VA",Buchanan County
MA00513,2014,6,0,Massachusetts,"Essex, MA",Lawrence
MTDI053,2017,2,2,Montana,"Glacier, MT",Blackfeet Agency
TN08302,2014,2,2,Tennessee,"Sumner, TN",Portland
IL04202,2017,1,0,Illinois,"Jersey, IL",Jerseyville
KS05201,2010,2,2,Kansas,"Leavenworth, KS",Leavenworth
MI53153,2019,2,2,Michigan,"Mason, MI",Mason
MI25314,2013,1,1,Michigan,"Genesee, MI",Clayton Township
MO09565,2019,2,1,Missouri,"St. Louis, MO",St. Ann
TN08703,2011,1,1,Tennessee,"Union, TN",Plainview
TX22001,2016,21,13,Texas,"Tarrant, TX",Arlington
AL06100,2017,2,0,Alabama,"Talladega, AL",Talladega County
AL05801,2016,1,1,Alabama,"St. Clair, AL",Pell City
NV01600,2016,1,0,Nevada,"Washoe, NV",Washoe County
NY335SF,2012,1,0,New York,"Orange, NY",State Police: Orange County (F)
TX18702,2019,1,1,Texas,"Polk, TX",Livingston
KS04606,2011,2,2,Kansas,"Johnson, KS",Overland Park
SC02800,2014,4,1,South Carolina,"Kershaw, SC",Kershaw County
PA04817,2013,1,1,Pennsylvania,"Northampton, PA",Lower Saucon Township
CA01906,2015,1,1,California,"Los Angeles, CA",Baldwin Park
MO05701,2018,1,1,Missouri,"Lincoln, MO",Elsberry
NY00301,2015,4,3,New York,"Broome, NY",Binghamton
UT01802,2018,1,0,Utah,"Salt Lake, UT",Murray
AR00600,2017,1,0,Arkansas,"Bradley, AR",Bradley County
OR01701,2010,1,1,Oregon,"Josephine, OR",Grants Pass
CA01924,2017,4,4,California,"Los Angeles, CA",Gardena
FL00605,2019,10,14,Florida,"Broward, FL",Hollywood
LA05202,2015,1,2,Louisiana,"St. Tammany, LA",Slidell
MS03601,2019,1,1,Mississippi,"Lafayette, MS",Oxford
CO02402,2014,1,1,Colorado,"Gilpin, CO",Black Hawk
TX10803,2010,1,1,Texas,"Hidalgo, TX",Edcouch
WA01737,2017,4,3,Washington,"King, WA",Seatac
CA04117,2018,0,2,California,"San Mateo, CA",South San Francisco
NY05101,2010,50,6,New York,"Suffolk, NY",Suffolk County Police Department
IN05201,2013,1,1,Indiana,"Miami, IN",Peru
MI03103,2011,1,0,Michigan,"Allegan, MI",Allegan
TN08901,2018,1,1,Tennessee,"Warren, TN",Mcminnville
LA02600,2018,24,18,Louisiana,"Jefferson, LA",Jefferson County
CA05405,2010,4,1,California,"Tulare, CA",Porterville
CT00135,2014,2,2,Connecticut,"Fairfield, CT",Stamford
FL05001,2017,3,1,Florida,"Palm Beach, FL",Belle Glade
GA08401,2016,1,1,Georgia,"Jones, GA",Gray
IL01683,2014,1,0,Illinois,"Cook, IL",Orland Park
WI06000,2019,0,1,Wisconsin,"Sheboygan, WI",Sheboygan County
LA02300,2011,2,0,Louisiana,"Iberia, LA",Iberia County
OH07000,2016,3,1,Ohio,"Richland, OH",Richland County
CA03897,2016,1,1,California,"San Francisco, CA",Un Of Ca: San Francisco
NM01700,2013,2,2,New Mexico,"McKinley, NM",Mckinley County
TN04100,2017,1,1,Tennessee,"Hickman, TN",Hickman County
SC02401,2013,9,9,South Carolina,"Greenwood, SC",Greenwood
VA08500,2019,2,1,Virginia,"Shenandoah, VA",Shenandoah County
WA03905,2016,13,8,Washington,"Yakima, WA",Yakima
AR05201,2011,1,1,Arkansas,"Ouachita, AR",Camden
GA11701,2016,1,1,Georgia,"Putnam, GA",Eatonton
OR00200,2015,1,1,Oregon,"Benton, OR",Benton County
CA04501,2016,2,2,California,"Shasta, CA",Anderson
TX11401,2012,2,0,Texas,"Howard, TX",Big Spring
IA07801,2012,1,1,Iowa,"Pottawattamie, IA",Council Bluffs
NJ01507,2011,1,1,New Jersey,"Ocean, NJ",Dover Township
OKDI053,2010,1,0,Oklahoma,"Pawnee, OK",Pawnee Agency
FL00624,2014,5,5,Florida,"Broward, FL",Oakland Park
IL01668,2017,2,0,Illinois,"Cook, IL",Melrose Park
AR04306,2016,1,1,Arkansas,"Lonoke, AR",Ward
KY06100,2011,1,1,Kentucky,"Knox, KY",Knox County
MO04100,2012,2,2,Missouri,"Harrison, MO",Harrison County
MI63714,2014,1,0,Michigan,"Oakland, MI",Royal Oak
CA04400,2012,5,1,California,"Santa Cruz, CA",Santa Cruz County
CA03330,2019,3,3,California,"Riverside, CA",Lake Elsinore
MDBPD00,2010,223,117,Maryland,"Baltimore city, MD",Baltimore
MO09802,2018,1,1,Missouri,"Saline, MO",Slater
LA01002,2019,11,9,Louisiana,"Calcasieu, LA",Lake Charles
TX05708,2013,5,4,Texas,"Dallas, TX",Desoto
TX08407,2011,2,2,Texas,"Galveston, TX",La Marque
VA00400,2016,2,1,Virginia,"Amelia, VA",Amelia County
OH02700,2010,1,1,Ohio,"Gallia, OH",Gallia County
TN02800,2012,1,0,Tennessee,"Giles, TN",Giles County
OH06400,2013,1,0,Ohio,"Perry, OH",Perry County
VA09100,2019,1,0,Virginia,"Sussex, VA",Sussex County
KY05680,2017,109,54,Kentucky,"Jefferson, KY",Louisville Metro
MO0950H,2018,2,2,Missouri,"St. Louis, MO",Maryland Heights
CO04700,2015,1,1,Colorado,"Park, CO",Park County
FL05019,2018,2,1,Florida,"Palm Beach, FL",Lake Park
VA12900,2018,1,1,Virginia,"Waynesboro, VA",Waynesboro
NMNSP00,2010,9,2,New Mexico,"Santa Fe, NM",New Mexico State Police
ID00602,2016,2,2,Idaho,"Bingham, ID",Blackfoot
MN01404,2013,1,0,Minnesota,"Clay, MN",Moorhead
PA05407,2013,1,1,Pennsylvania,"Schuylkill, PA",Pottsville
PA04627,2019,2,1,Pennsylvania,"Montgomery, PA",Upper Dublin Township
AR00402,2010,2,2,Arkansas,"Benton, AR",Rogers
RI00304,2013,1,1,Rhodes Island,"Newport, RI",Portsmouth
NY357SG,2018,1,0,New York,"Washington, NY",State Police: Washington County (G)
GA07100,2015,2,0,Georgia,"Haralson, GA",Haralson County
MS02500,2017,2,0,Mississippi,"Hinds, MS",Hinds County
NC03301,2012,8,3,North Carolina,"Nash, NC",Rocky Mount
CA01502,2017,41,25,California,"Kern, CA",Bakersfield
OK01900,2014,1,1,Oklahoma,"Creek, OK",Creek County
KY02401,2011,1,1,Kentucky,"Christian, KY",Hopkinsville
SC00600,2018,2,2,South Carolina,"Barnwell, SC",Barnwell County
IN08201,2016,8,5,Indiana,"Vanderburgh, IN",Evansville
IL01621,2014,2,0,Illinois,"Cook, IL",Cicero
MI82693,2018,2,2,Michigan,"Wayne, MI",Redford Township
IL04101,2017,2,0,Illinois,"Jefferson, IL",Mount Vernon
TX03109,2019,1,0,Texas,"Cameron, TX",San Benito
TX23002,2010,2,0,Texas,"Upshur, TX",Gilmer
PA04602,2016,2,2,Pennsylvania,"Montgomery, PA",Ambler
TN02500,2014,1,1,Tennessee,"Fentress, TN",Fentress County
FL01401,2012,1,2,Florida,"De Soto, FL",Arcadia
IL04509,2014,1,0,Illinois,"Kane, IL",Montgomery
PA06710,2014,1,1,Pennsylvania,"York, PA",West York
AL02700,2015,2,0,Alabama,"Dallas, AL",Dallas County
PA040SP,2018,6,5,Pennsylvania,"Luzerne, PA",State Police: Luzerne County
CA04316,2014,1,0,California,"Santa Clara, CA",Sunnyvale
MS05501,2013,1,0,Mississippi,"Pearl River, MS",Picayune
TN03601,2012,1,1,Tennessee,"Hardin, TN",Savannah
NC07300,2014,1,1,North Carolina,"Person, NC",Person County
VA077SP,2015,1,0,Virginia,"Pulaski, VA",State Police: Pulaski County
MI61412,2016,1,0,Michigan,"Muskegon, MI",Fruitport
FL01802,2017,1,1,Florida,"Flagler, FL",Flagler Beach
FL00500,2015,3,2,Florida,"Brevard, FL",Brevard County
OK01402,2015,1,1,Oklahoma,"Cleveland, OK",Norman
PA02335,2014,1,1,Pennsylvania,"Delaware, PA",Upland
OK05602,2015,1,1,Oklahoma,"Okmulgee, OK",Okmulgee
PA00244,2017,5,3,Pennsylvania,"Allegheny, PA",Swissvale
NC00802,2017,1,1,North Carolina,"Bertie, NC",Windsor
NC08301,2017,4,3,North Carolina,"Scotland, NC",Laurinburg
PA061SP,2019,1,1,Pennsylvania,"Venango, PA",State Police: Venango County
GA12701,2013,2,2,Georgia,"Stephens, GA",Toccoa
TX04901,2015,1,1,Texas,"Cooke, TX",Gainesville
LA02000,2013,1,0,Louisiana,"Evangeline, LA",Evangeline County
FL01602,2013,93,51,Florida,"Duval, FL",Jacksonville
WVWSP32,2015,2,1,West Virginia,"Tyler, WV",State Police: Paden City
OK04501,2019,1,0,Oklahoma,"McCurtain, OK",Broken Bow
LA03701,2011,5,5,Louisiana,"Ouachita, LA",Monroe
TX20800,2013,1,0,Texas,"Scurry, TX",Scurry County
CT00043,2019,1,1,Connecticut,"Hartford, CT",East Hartford
MS06100,2014,2,2,Mississippi,"Rankin, MS",Rankin County
FL00512,2019,8,2,Florida,"Brevard, FL",Palm Bay
WA03106,2012,1,1,Washington,"Snohomish, WA",Mountlake Terrace
MD01715,2017,1,1,Maryland,"Prince George's, MD",Hyattsville
FL00628,2016,1,1,Florida,"Broward, FL",Coral Springs
MO09551,2012,1,0,Missouri,"St. Louis, MO",Moline Acres
MS00601,2013,6,3,Mississippi,"Bolivar, MS",Cleveland
MI33519,2016,9,3,Michigan,"Ingham, MI",Lansing
OK06615,2015,1,1,Oklahoma,"Rogers, OK",Verdigris
PA06305,2013,1,1,Pennsylvania,"Washington, PA",Washington
FL00502,2017,1,0,Florida,"Brevard, FL",Cocoa
AR04801,2018,1,1,Arkansas,"Monroe, AR",Brinkley
TN04500,2011,1,1,Tennessee,"Jefferson, TN",Jefferson County
TN08002,2019,1,1,Tennessee,"Smith, TN",South Carthage
ND04701,2018,1,1,North Dakota,"Stutsman, ND",Jamestown
NMNSP00,2016,3,1,New Mexico,"Santa Fe, NM",New Mexico State Police
AR07200,2016,3,3,Arkansas,"Washington, AR",Washington County
CA03706,2016,4,4,California,"San Diego, CA",Escondido
MI28128,2017,2,1,Michigan,"Grand Traverse, MI",Grand Traverse
OH06500,2018,1,0,Ohio,"Pickaway, OH",Pickaway County
IA04803,2017,1,1,Iowa,"Iowa, IA",Williamsburg
NY04500,2017,1,1,New York,"Saratoga, NY",Saratoga County
MN07304,2012,2,2,Minnesota,"Stearns, MN",St. Cloud
MI72072,2017,1,0,Michigan,"Roscommon, MI",State Police: Roscommon County
KS01700,2015,1,1,Kansas,"Comanche, KS",Comanche County
NY00701,2018,3,2,New York,"Chemung, NY",Elmira
FL02900,2011,28,34,Florida,"Hillsborough, FL",Hillsborough County
IN04602,2018,3,1,Indiana,"La Porte, IN",Michigan City
CA03701,2012,2,4,California,"San Diego, CA",Carlsbad
KY05400,2012,1,0,Kentucky,"Hopkins, KY",Hopkins County
CA01969,2013,2,0,California,"Los Angeles, CA",South Gate
TX21500,2010,1,0,Texas,"Stephens, TX",Stephens County
NC03301,2015,12,8,North Carolina,"Nash, NC",Rocky Mount
WA01403,2016,1,0,Washington,"Grays Harbor, WA",Hoquiam
TNTBI00,2017,2,1,Tennessee,"Davidson, TN",Tenn Bureau of Investigation
GA05600,2016,1,1,Georgia,"Fayette, GA",Fayette County
WV04900,2018,1,1,West Virginia,"Upshur, WV",Upshur County
PA00405,2012,1,0,Pennsylvania,"Beaver, PA",Beaver Falls
AR01800,2011,1,1,Arkansas,"Crittenden, AR",Crittenden County
GA12601,2016,2,1,Georgia,"Spalding, GA",Griffin
IL00103,2014,2,0,Illinois,"Adams, IL",Quincy
TN03301,2010,18,9,Tennessee,"Hamilton, TN",Chattanooga
UT02205,2017,1,0,Utah,"Summit, UT",Park City
PA05409,2018,4,5,Pennsylvania,"Schuylkill, PA",Schuylkill Haven
TX05700,2017,1,1,Texas,"Dallas, TX",Dallas County
KYKSP16,2016,2,1,Kentucky,"Henderson, KY",State Police Post 16
ID02905,2013,1,1,Idaho,"Latah, ID",Moscow
TX25100,2012,1,0,Texas,"Yoakum, TX",Yoakum County
CA03016,2011,1,0,California,"Orange, CA",Placentia
GA06002,2011,3,1,Georgia,"Fulton, GA",East Point
TN03700,2012,1,0,Tennessee,"Hawkins, TN",Hawkins County
OH04507,2014,1,1,Ohio,"Licking, OH",Heath
MO00404,2019,1,1,Missouri,"Audrain, MO",Mexico
VA10900,2015,5,4,Virginia,"Fredericksburg, VA",Fredericksburg
FL03103,2014,3,3,Florida,"Indian River, FL",Vero Beach
NC07201,2018,1,1,North Carolina,"Perquimans, NC",Hertford
AZ00800,2011,6,5,Arizona,"Mohave, AZ",Mohave County
AR00202,2019,1,1,Arkansas,"Ashley, AR",Hamburg
WA00101,2010,1,1,Washington,"Adams, WA",Othello
CA01100,2011,2,0,California,"Glenn, CA",Glenn County
UT02506,2011,4,4,Utah,"Utah, UT",Provo
TX09600,2019,1,1,Texas,"Hall, TX",Hall County
TX23201,2013,0,1,Texas,"Uvalde, TX",Uvalde
CT00095,2015,3,1,Connecticut,"New London, CT",New London
OK01001,2014,2,2,Oklahoma,"Carter, OK",Ardmore
TX10125,2015,1,1,Texas,"Harris, TX",Webster
AL05201,2012,2,2,Alabama,"Morgan, AL",Decatur
PA045SP,2014,5,4,Pennsylvania,"Monroe, PA",State Police: Monroe County
SC00200,2015,8,7,South Carolina,"Aiken, SC",Aiken County
WV01800,2010,1,1,West Virginia,"Jackson, WV",Jackson County
LA01800,2012,2,0,Louisiana,"East Carroll, LA",East Carroll County
NJ00710,2016,2,2,New Jersey,"Essex, NJ",Livingston Township
MI73073,2017,2,0,Michigan,"Saginaw, MI",State Police: Saginaw County
GA00500,2017,6,2,Georgia,"Baldwin, GA",Baldwin County
CA05100,2015,1,0,California,"Sutter, CA",Sutter County
IL01668,2011,1,0,Illinois,"Cook, IL",Melrose Park
TX18800,2014,1,1,Texas,"Potter, TX",Potter County
PA03606,2012,1,1,Pennsylvania,"Lancaster, PA",Lititz
MD01001,2014,2,2,Maryland,"Dorchester, MD",Cambridge
CA01200,2019,1,1,California,"Humboldt, CA",Humboldt County
PA00903,2013,2,0,Pennsylvania,"Bucks, PA",Bristol Township
CA03713,2012,1,1,California,"San Diego, CA",Vista
IN04300,2016,1,3,Indiana,"Kosciusko, IN",Kosciusko County
TX08409,2018,5,4,Texas,"Galveston, TX",Texas City
OR02006,2016,1,0,Oregon,"Lane, OR",Springfield
NC07802,2015,4,0,North Carolina,"Robeson, NC",Maxton
NY02700,2018,6,4,New York,"Monroe, NY",Monroe County
IN02800,2013,1,0,Indiana,"Greene, IN",Greene County
CA03011,2011,0,1,California,"Orange, CA",Laguna Beach
IN06500,2015,2,2,Indiana,"Posey, IN",Posey County
GA01701,2016,1,1,Georgia,"Burke, GA",Waynesboro
MA00407,2010,1,0,Massachusetts,"Dukes, MA",West Tisbury
MN07000,2018,1,1,Minnesota,"Scott, MN",Scott County
AZ01012,2012,2,0,Arizona,"Pima, AZ",Tohono O'odham Nation
NJ01607,2014,2,2,New Jersey,"Passaic, NJ",Passaic
OH00700,2016,1,2,Ohio,"Belmont, OH",Belmont County
CA01942,2010,293,111,California,"Los Angeles, CA",Los Angeles
GA06006,2011,2,0,Georgia,"Fulton, GA",Union City
SC04200,2012,8,4,South Carolina,"Spartanburg, SC",Spartanburg County
WI04115,2012,1,1,Wisconsin,"Milwaukee, WI",Wauwatosa
TN04500,2015,2,2,Tennessee,"Jefferson, TN",Jefferson County
NM00100,2011,4,1,New Mexico,"Bernalillo, NM",Bernalillo County
FL01305,2011,4,0,Florida,"Dade, FL",Homestead
OH07101,2011,1,1,Ohio,"Ross, OH",Chillicothe
OK02116,2017,1,1,Oklahoma,"Delaware, OK",West Siloam
MO01002,2010,3,2,Missouri,"Boone, MO",Columbia
IL04915,2011,4,0,Illinois,"Lake, IL",North Chicago
MS00900,2012,1,0,Mississippi,"Chickasaw, MS",Chickasaw County
WI06808,2016,1,2,Wisconsin,"Waukesha, WI",Oconomowoc
PA06315,2016,1,1,Pennsylvania,"Washington, PA",Cecil Township
OH03600,2017,2,0,Ohio,"Highland, OH",Highland County
GA05200,2012,2,2,Georgia,"Elbert, GA",Elbert County
KY05680,2013,48,28,Kentucky,"Jefferson, KY",Louisville Metro
WI01800,2012,0,1,Wisconsin,"Eau Claire, WI",Eau Claire County
KY01902,2017,1,1,Kentucky,"Campbell, KY",Campbell County Police Department
TX12301,2016,14,6,Texas,"Jefferson, TX",Beaumont
MA01425,2010,1,1,Massachusetts,"Worcester, MA",Leominster
NJ00330,2012,1,0,New Jersey,"Burlington, NJ",Pemberton Township
KY05101,2015,1,1,Kentucky,"Henderson, KY",Henderson
SC00701,2015,6,4,South Carolina,"Beaufort, SC",Beaufort
NM00401,2014,1,1,New Mexico,"Colfax, NM",Raton
CA03713,2010,5,6,California,"San Diego, CA",Vista
FL00628,2015,2,2,Florida,"Broward, FL",Coral Springs
WA03900,2019,8,7,Washington,"Yakima, WA",Yakima County
FL01307,2015,2,2,Florida,"Miami-Dade, FL",Miami Beach
TN03505,2016,1,1,Tennessee,"Hardeman, TN",Grand Junction
CA04304,2010,1,0,California,"Santa Clara, CA",Gilroy
MA01303,2017,3,1,Massachusetts,"Suffolk, MA",Chelsea
NC00100,2010,5,4,North Carolina,"Alamance, NC",Alamance County
TX18401,2019,1,1,Texas,"Parker, TX",Weatherford
CA01968,2014,1,0,California,"Los Angeles, CA",South El Monte
CA01975,2018,1,1,California,"Los Angeles, CA",West Covina
PA062SP,2018,1,0,Pennsylvania,"Warren, PA",State Police: Warren County
UT00300,2013,1,1,Utah,"Cache, UT",Cache County
CA03035,2015,1,1,California,"Orange, CA",Mission Viejo
NC03502,2010,1,1,North Carolina,"Franklin, NC",Franklinton
AL06100,2012,1,1,Alabama,"Talladega, AL",Talladega County
CA00100,2011,3,0,California,"Alameda, CA",Alameda County
NJ00309,2010,1,1,New Jersey,"Burlington, NJ",Delanco Township
FL00101,2013,6,4,Florida,"Alachua, FL",Gainesville
VA11600,2010,23,16,Virginia,"Newport News, VA",Newport News
MA00722,2010,1,1,Massachusetts,"Hampden, MA",Westfield
WA03600,2010,1,0,Washington,"Walla Walla, WA",Walla Walla County
MI50849,2010,6,6,Michigan,"Macomb, MI",Clinton Township
AL00112,2013,2,3,Alabama,"Jefferson, AL",Hoover
PA02328,2010,1,1,Pennsylvania,"Delaware, PA",Ridley Township
PA01104,2019,2,0,Pennsylvania,"Cambria, PA",Johnstown
NC04200,2010,2,2,North Carolina,"Halifax, NC",Halifax County
PA01501,2016,8,2,Pennsylvania,"Chester, PA",Coatesville
WV05400,2017,3,0,West Virginia,"Wood, WV",Wood County
CA04104,2017,1,1,California,"San Mateo, CA",Burlingame
PA04601,2012,1,1,Pennsylvania,"Montgomery, PA",Abington Township
AZ00725,2013,4,4,Arizona,"Maricopa, AZ",Scottsdale
IL00604,2013,1,0,Illinois,"Bureau, IL",Princeton
AL06301,2011,3,2,Alabama,"Tuscaloosa, AL",Tuscaloosa
KS02800,2019,1,1,Kansas,"Finney, KS",Finney County
MO01202,2014,1,1,Missouri,"Butler, MO",Poplar Bluff
FL02700,2017,8,6,Florida,"Hernando, FL",Hernando County
IN388SP,2016,2,2,Indiana,"Washington, IN",State Police: Washington County
MO04201,2018,1,0,Missouri,"Henry, MO",Clinton
VA13000,2013,1,1,Virginia,"Williamsburg, VA",Williamsburg
NJ00223,2017,1,1,New Jersey,"Bergen, NJ",Hackensack
PA00903,2010,1,1,Pennsylvania,"Bucks, PA",Bristol Township
SC00501,2013,1,1,South Carolina,"Bamberg, SC",Bamberg
IA02801,2012,2,2,Iowa,"Delaware, IA",Manchester
OH06700,2019,1,0,Ohio,"Portage, OH",Portage County
MS04201,2016,7,5,Mississippi,"Leflore, MS",Greenwood
NC01300,2012,3,1,North Carolina,"Cabarrus, NC",Cabarrus County
OH00901,2014,1,0,Ohio,"Butler, OH",Fairfield
TX17402,2012,1,1,Texas,"Nacogdoches, TX",Nacogdoches
FL04602,2015,6,2,Florida,"Okaloosa, FL",Fort Walton Beach
AZ01312,2015,1,1,Arizona,"Yavapai, AZ",Chino Valley
TX11603,2017,4,4,Texas,"Hunt, TX",Greenville
IL08216,2019,1,0,Illinois,"St. Clair, IL",O'Fallon
