ORI,YEAR,MRD,CLR,State,County,Agency
FL00326,2010,1,1,Florida,"Bay, FL",Parker
CA01920,2017,3,2,California,"Los Angeles, CA",Downey
MI50740,2018,1,1,Michigan,"Macomb, MI",Shelby Township
KS04605,2019,4,4,Kansas,"Johnson, KS",Olathe
FL01602,2017,109,59,Florida,"Duval, FL",Jacksonville
TX22101,2016,8,9,Texas,"Taylor, TX",Abilene
AL03105,2016,1,0,Alabama,"Etowah, AL",Rainbow City
NJ00305,2017,2,1,New Jersey,"Burlington, NJ",Burlington
MA01217,2011,1,1,Massachusetts,"Plymouth, MA",Middleboro
CA03608,2013,2,1,California,"San Bernardino, CA",Redlands
OR02101,2016,1,0,Oregon,"Lincoln, OR",Lincoln City
CA04709,2013,1,0,California,"Siskiyou, CA",Yreka
WV02006,2013,1,0,West Virginia,"Kanawha, WV",South Charleston
UT02510,2014,0,1,Utah,"Utah, UT",Salem
KY07900,2011,1,1,Kentucky,"Marshall, KY",Marshall County
CA05605,2010,1,0,California,"Ventura, CA",Port Hueneme
ME01001,2010,3,2,Maine,"Penobscot, ME",Bangor
IN313SP,2016,1,0,Indiana,"Crawford, IN",State Police: Crawford County
LA00100,2016,7,4,Louisiana,"Acadia, LA",Acadia County
TN07800,2011,3,3,Tennessee,"Sevier, TN",Sevier County
IN349SP,2019,1,0,Indiana,"Marion, IN",State Police: Marion County
UT02300,2017,1,0,Utah,"Tooele, UT",Tooele County
MI82817,2017,5,5,Michigan,"Wayne, MI",Westland
MD01001,2019,2,1,Maryland,"Dorchester, MD",Cambridge
WV01400,2011,1,1,West Virginia,"Hampshire, WV",Hampshire County
IL05701,2018,9,0,Illinois,"McLean, IL",Bloomington
KS05701,2018,1,0,Kansas,"McPherson, KS",Mcpherson
PA0021J,2016,2,0,Pennsylvania,"Allegheny, PA",Allegheny Cnty Housing Auth
CA02802,2013,2,2,California,"Napa, CA",Napa
TX18102,2016,3,0,Texas,"Orange, TX",Orange
TX12600,2012,3,1,Texas,"Johnson, TX",Johnson County
NH00634,2011,2,1,New Hampshire,"Hillsborough, NH",Manchester
IA02901,2014,3,1,Iowa,"Des Moines, IA",Burlington
NY01302,2019,3,1,New York,"Dutchess, NY",Poughkeepsie
ME00102,2011,3,2,Maine,"Androscoggin, ME",Lewiston
AR06601,2012,5,6,Arkansas,"Sebastian, AR",Fort Smith
PA012SP,2016,1,1,Pennsylvania,"Cameron, PA",State Police: Cameron County
CO05100,2014,0,3,Colorado,"Pueblo, CO",Pueblo County
PA06510,2011,1,1,Pennsylvania,"Westmoreland, PA",New Kensington
SC03500,2019,3,3,South Carolina,"Marlboro, SC",Marlboro County
NY05200,2016,1,1,New York,"Sullivan, NY",Sullivan County
PA046SP,2012,0,1,Pennsylvania,"Montgomery, PA",State Police: Skippack
KYKSP11,2012,6,4,Kentucky,"Laurel, KY",State Police Post 11
WA03204,2019,6,3,Washington,"Spokane, WA",Spokane
NM02501,2011,4,1,New Mexico,"San Miguel, NM",Las Vegas
GA06702,2011,24,0,Georgia,"Gwinnett, GA",Gwinnett County Police Department
RI00407,2019,1,1,Rhodes Island,"Providence, RI",North Providence
MI39500,2016,1,1,Michigan,"Kalamazoo, MI",Kalamazoo Township
WI03800,2012,1,1,Wisconsin,"Marinette, WI",Marinette County
MO02601,2014,1,0,Missouri,"Cole, MO",Jefferson City
MO06400,2013,1,0,Missouri,"Marion, MO",Marion County
WY02100,2010,0,1,Wyoming,"Uinta, WY",Uinta County
OR00503,2017,1,1,Oregon,"Columbia, OR",St. Helens
NY01455,2010,1,1,New York,"Erie, NY",Cheektowaga Town
NC09501,2015,1,1,North Carolina,"Watauga, NC",Boone
UT01812,2012,1,1,Utah,"Salt Lake, UT",Draper
TX12500,2012,3,3,Texas,"Jim Wells, TX",Jim Wells County
ID03300,2018,1,1,Idaho,"Madison, ID",Madison County
GA14300,2017,1,1,Georgia,"Twiggs, GA",Twiggs County
TN07101,2012,0,1,Tennessee,"Putnam, TN",Cookeville
IN04513,2010,1,0,Indiana,"Lake, IN",Dyer
TX12900,2015,2,2,Texas,"Kaufman, TX",Kaufman County
ND01801,2018,4,4,North Dakota,"Grand Forks, ND",Grand Forks
WI00800,2011,1,1,Wisconsin,"Calumet, WI",Calumet County
WA00801,2011,1,0,Washington,"Cowlitz, WA",Kelso
OR02700,2010,2,2,Oregon,"Polk, OR",Polk County
AR03600,2015,2,2,Arkansas,"Johnson, AR",Johnson County
CA01941,2010,32,19,California,"Los Angeles, CA",Long Beach
MI82370,2010,2,0,Michigan,"Wayne, MI",Ecorse
NY00601,2011,1,1,New York,"Chautauqua, NY",Dunkirk
WA01801,2012,1,0,Washington,"Kitsap, WA",Bremerton
WA03204,2010,6,4,Washington,"Spokane, WA",Spokane
KS09601,2011,2,1,Kansas,"Sumner, KS",Wellington
CA03015,2011,3,3,California,"Orange, CA",Orange
FL05801,2011,8,2,Florida,"Sarasota, FL",Sarasota
FL06500,2016,1,2,Florida,"Wakulla, FL",Wakulla County
NM02301,2013,1,0,New Mexico,"Sandoval, NM",Bernalillo
NY352SF,2011,1,0,New York,"Sullivan, NY",State Police: Sullivan County (F)
TX22014,2011,1,0,Texas,"Tarrant, TX",Haltom City
MD00700,2017,0,1,Maryland,"Carroll, MD",Carroll County
GA06002,2013,12,11,Georgia,"Fulton, GA",East Point
KS08100,2013,5,4,Kansas,"Riley, KS",Riley County Police Department
PA02335,2011,1,1,Pennsylvania,"Delaware, PA",Upland
CA04302,2015,1,1,California,"Santa Clara, CA",Campbell
VA07503,2010,9,8,Virginia,"Prince William, VA",Prince William County Police Department
MI74174,2014,2,1,Michigan,"St. Clair, MI",St. Clair
TX15202,2016,6,6,Texas,"Lubbock, TX",Lubbock
NY04353,2019,1,1,New York,"Rockland, NY",Ramapo Town
CA02900,2011,2,1,California,"Nevada, CA",Nevada County
NY03301,2010,15,14,New York,"Onondaga, NY",Syracuse
IL08108,2010,3,0,Illinois,"Rock Island, IL",Rock Island
CA04905,2012,2,1,California,"Sonoma, CA",Santa Rosa
IN08200,2017,1,0,Indiana,"Vanderburgh, IN",Vanderburgh County
NJ002SP,2016,1,1,New Jersey,"Bergen, NJ",State Police: Bergen County
SC01301,2013,1,1,South Carolina,"Chesterfield, SC",Cheraw
CA05002,2018,16,11,California,"Stanislaus, CA",Modesto
SC01701,2012,2,1,South Carolina,"Dillon, SC",Dillon
KS08100,2015,2,2,Kansas,"Riley, KS",Riley County Police Department
ND00902,2011,1,0,North Dakota,"Cass, ND",Fargo
MN06914,2011,1,1,Minnesota,"St. Louis, MN",Virginia
MI33364,2011,1,0,Michigan,"Ingham, MI",East Lansing
WA03105,2012,2,3,Washington,"Snohomish, WA",Marysville
OH03100,2013,3,3,Ohio,"Hamilton, OH",Hamilton County
VA11600,2013,15,11,Virginia,"Newport News, VA",Newport News
KY06300,2012,1,0,Kentucky,"Laurel, KY",Laurel County
MO01200,2014,1,1,Missouri,"Butler, MO",Butler County
TX10106,2018,2,0,Texas,"Harris, TX",Galena Park
WA02903,2014,1,1,Washington,"Skagit, WA",Sedro Woolley
AR02201,2018,2,2,Arkansas,"Drew, AR",Monticello
CA01980,2015,1,0,California,"Los Angeles, CA",Rancho Palos Verdes
NC02700,2014,1,1,North Carolina,"Currituck, NC",Currituck County
GA09700,2015,2,2,Georgia,"Madison, GA",Madison County
NC04300,2016,4,3,North Carolina,"Harnett, NC",Harnett County
NC04500,2016,1,1,North Carolina,"Henderson, NC",Henderson County
RI00407,2016,1,1,Rhodes Island,"Providence, RI",North Providence
NY05800,2012,1,1,New York,"Wayne, NY",Wayne County
OHOHP00,2012,5,2,Ohio,"Franklin, OH",Ohio State Hghway Patrol
WA00501,2014,1,1,Washington,"Clallam, WA",Port Angeles
WIDI016,2017,1,0,Wisconsin,"Ashland, WI",Bad River Tribal
NJ01501,2015,1,1,New Jersey,"Ocean, NJ",Barnegat Light
NC01201,2012,1,1,North Carolina,"Burke, NC",Morganton
VA08600,2013,0,1,Virginia,"Smyth, VA",Smyth County
OH08303,2016,1,1,Ohio,"Warren, OH",Lebanon
NC00900,2014,5,6,North Carolina,"Bladen, NC",Bladen County
OH07000,2014,1,1,Ohio,"Richland, OH",Richland County
FL01701,2016,7,5,Florida,"Escambia, FL",Pensacola
IL07207,2011,16,0,Illinois,"Peoria, IL",Peoria
TX22024,2015,1,1,Texas,"Tarrant, TX",Saginaw
AL00702,2012,1,1,Alabama,"Bibb, AL",Brent
RI00405,2013,2,2,Rhodes Island,"Providence, RI",Johnston
FL02500,2011,1,1,Florida,"Hardee, FL",Hardee County
NY05907,2011,7,3,New York,"Westchester, NY",Yonkers
OH05009,2018,23,2,Ohio,"Mahoning, OH",Youngstown
MO08305,2017,1,0,Missouri,"Platte, MO",Riverside
TN02201,2019,1,1,Tennessee,"Dickson, TN",Dickson
CA04117,2010,5,0,California,"San Mateo, CA",South San Francisco
NM02306,2018,4,2,New Mexico,"Sandoval, NM",Rio Rancho
MN02703,2017,1,1,Minnesota,"Hennepin, MN",Brooklyn Park
GA12200,2014,2,2,Georgia,"Rockdale, GA",Rockdale County
TX02101,2018,2,0,Texas,"Brazos, TX",Bryan
GA14800,2012,1,2,Georgia,"Ware, GA",Ware County
FL02300,2012,1,1,Florida,"Gulf, FL",Gulf County
IL09920,2015,1,0,Illinois,"Will, IL",University Park
UT02503,2010,1,1,Utah,"Utah, UT",Orem
CO00302,2018,2,1,Colorado,"Arapahoe, CO",Littleton
WADI009,2015,1,1,Washington,"Whatcom, WA",Suquamish Tribal
NY02754,2010,5,5,New York,"Monroe, NY",Greece Town
SC00700,2015,11,6,South Carolina,"Beaufort, SC",Beaufort County
OH07609,2016,1,1,Ohio,"Stark, OH",Minerva
MS01703,2015,1,1,Mississippi,"DeSoto, MS",Hernando
AL00112,2018,2,1,Alabama,"Jefferson, AL",Hoover
FL00101,2012,6,5,Florida,"Alachua, FL",Gainesville
CA01801,2012,1,1,California,"Lassen, CA",Susanville
MN01901,2016,1,0,Minnesota,"Dakota, MN",Burnsville
CA02405,2013,1,2,California,"Merced, CA",Los Banos
NJ00330,2019,1,1,New Jersey,"Burlington, NJ",Pemberton Township
MN07004,2010,2,2,Minnesota,"Scott, MN",Shakopee
IL04923,2015,3,0,Illinois,"Lake, IL",Zion
NJ00804,2017,1,0,New Jersey,"Gloucester, NJ",Elk Township
MN01906,2017,1,0,Minnesota,"Dakota, MN",South St. Paul
CT00094,2017,2,1,Connecticut,"Hartford, CT",Newington
WI03002,2017,2,2,Wisconsin,"Kenosha, WI",Twin Lakes
GA11600,2017,2,0,Georgia,"Pulaski, GA",Pulaski County
UT02507,2013,1,0,Utah,"Utah, UT",Spanish Fork
MD322SP,2012,1,1,Maryland,"Wicomico, MD",State Police: Wicomico County
IN317SP,2010,1,0,Indiana,"De Kalb, IN",State Police: De Kalb County
FL02800,2014,9,7,Florida,"Highlands, FL",Highlands County
NC04305,2016,2,0,North Carolina,"Harnett, NC",Erwin
OH01315,2013,1,0,Ohio,"Clermont, OH",Miami Township
IL08303,2011,1,0,Illinois,"Saline, IL",Harrisburg
SC01100,2018,6,5,South Carolina,"Cherokee, SC",Cherokee County
MO01900,2015,1,1,Missouri,"Cass, MO",Cass County
TN00100,2017,1,0,Tennessee,"Anderson, TN",Anderson County
MO06601,2016,1,1,Missouri,"Miller, MO",Eldon
CA0191H,2010,6,8,California,"Los Angeles, CA",West Hollywood
AL02600,2017,2,0,Alabama,"Dale, AL",Dale County
PA053SP,2012,1,1,Pennsylvania,"Potter, PA",State Police: Potter County
TN02202,2017,1,0,Tennessee,"Dickson, TN",Burns
CA03906,2014,1,1,California,"San Joaquin, CA",Tracy
NBDI008,2010,1,0,Nebraska,"Knox, NE",Santee Tribal
NJ01806,2017,1,1,New Jersey,"Somerset, NJ",Bridgewater Township
GA15500,2010,5,3,Georgia,"Whitfield, GA",Whitfield County
OR03201,2012,1,1,Oregon,"Wallowa, OR",Enterprise
PA03642,2012,2,2,Pennsylvania,"Lancaster, PA",Upper Leacock Township
IA00703,2015,4,3,Iowa,"Black Hawk, IA",Waterloo
CA01931,2012,4,2,California,"Los Angeles, CA",Huntington Park
FL02903,2015,1,1,Florida,"Hillsborough, FL",Temple Terrace
CO02201,2014,4,0,Colorado,"Fremont, CO",Canon City
MO07202,2017,1,0,Missouri,"New Madrid, MO",Lilbourn
OH07703,2019,0,1,Ohio,"Summit, OH",Cuyahoga Falls
FL04100,2015,12,7,Florida,"Manatee, FL",Manatee County
TN05901,2011,2,1,Tennessee,"Marshall, TN",Lewisburg
FL05700,2018,1,0,Florida,"Santa Rosa, FL",Santa Rosa County
LA04800,2017,2,2,Louisiana,"St. John the Baptist, LA",St. John The Baptist County
TN02400,2011,1,1,Tennessee,"Fayette, TN",Fayette County
NY01400,2013,2,2,New York,"Erie, NY",Erie County
OH02600,2016,2,1,Ohio,"Fulton, OH",Fulton County
FL01701,2014,3,4,Florida,"Escambia, FL",Pensacola
WA01300,2014,1,1,Washington,"Grant, WA",Grant County
NH00814,2011,1,1,New Hampshire,"Rockingham, NH",Deerfield
WV02002,2019,1,1,West Virginia,"Kanawha, WV",Charleston
AL02301,2013,1,1,Alabama,"Covington, AL",Andalusia
KYKSP13,2010,12,6,Kentucky,"Perry, KY",State Police Post 13
TX07905,2015,1,0,Texas,"Fort Bend, TX",Sugar Land
AZ01000,2014,12,11,Arizona,"Pima, AZ",Pima County
SC01001,2018,10,5,South Carolina,"Charleston, SC",Charleston
MI79079,2017,1,0,Michigan,"Tuscola, MI",State Police: Tuscola County
TX02101,2014,5,5,Texas,"Brazos, TX",Bryan
LA01002,2010,7,5,Louisiana,"Calcasieu, LA",Lake Charles
MO03903,2019,11,9,Missouri,"Greene, MO",Springfield
MO01900,2014,2,2,Missouri,"Cass, MO",Cass County
CA03712,2015,3,1,California,"San Diego, CA",San Marcos
FL05500,2013,2,4,Florida,"St. Johns, FL",St. Johns County
AZ01400,2010,5,2,Arizona,"Yuma, AZ",Yuma County
GA12300,2018,1,1,Georgia,"Schley, GA",Schley County
TX23800,2012,2,2,Texas,"Ward, TX",Ward County
MN08600,2015,2,2,Minnesota,"Wright, MN",Wright County
AR06301,2019,4,4,Arkansas,"Saline, AR",Benton
FL00617,2012,6,6,Florida,"Broward, FL",Lauderdale Lakes
CA04904,2012,1,1,California,"Sonoma, CA",Rohnert Park
NC06608,2014,1,0,North Carolina,"Northampton, NC",Garysburg
UT02300,2018,0,1,Utah,"Tooele, UT",Tooele County
TX07102,2012,23,22,Texas,"El Paso, TX",El Paso
PA02202,2017,13,8,Pennsylvania,"Dauphin, PA",Harrisburg
OH05702,2013,31,13,Ohio,"Montgomery, OH",Dayton
AL00301,2017,38,2,Alabama,"Montgomery, AL",Montgomery
CA02300,2011,7,7,California,"Mendocino, CA",Mendocino County
UT01805,2012,2,2,Utah,"Salt Lake, UT",Sandy
CO06217,2018,3,3,Colorado,"Weld, CO",Frederick
GA02300,2014,2,0,Georgia,"Catoosa, GA",Catoosa County
TX06800,2018,4,3,Texas,"Ector, TX",Ector County
KS07801,2019,1,1,Kansas,"Reno, KS",Hutchinson
CA03603,2016,2,1,California,"San Bernardino, CA",Colton
TX06102,2015,2,1,Texas,"Denton, TX",Denton
SC03201,2010,1,1,South Carolina,"Lexington, SC",Batesburg-Leesville
NMNSP00,2018,9,4,New Mexico,"Santa Fe, NM",New Mexico State Police
CA03300,2017,16,6,California,"Riverside, CA",Riverside County
NC08600,2017,2,1,North Carolina,"Surry, NC",Surry County
GA06013,2011,15,8,Georgia,"Fulton, GA",Fulton County Police Department
FL01397,2010,22,7,Florida,"Miami-Dade, FL",Miami Gardens
MS04500,2017,4,1,Mississippi,"Madison, MS",Madison County
MD319SP,2016,1,1,Maryland,"Somerset, MD",State Police: Somerset County
NMDI050,2010,5,0,New Mexico,"Rio Arriba, NM",Northern Pueblos Agency
CA03018,2011,2,2,California,"Orange, CA",San Juan Capistrano
CA04202,2015,2,2,California,"Santa Barbara, CA",Lompoc
NJ01219,2011,1,1,New Jersey,"Middlesex, NJ",Sayreville
MA00918,2015,1,0,Massachusetts,"Middlesex, MA",Framingham
TN03301,2013,18,13,Tennessee,"Hamilton, TN",Chattanooga
KS03101,2019,2,2,Kansas,"Geary, KS",Junction City
IL01621,2011,1,0,Illinois,"Cook, IL",Cicero
LA05500,2015,8,7,Louisiana,"Terrebonne, LA",Terrebonne County
SC03300,2017,3,1,South Carolina,"McCormick, SC",Mccormick County
OH07807,2014,2,0,Ohio,"Trumbull, OH",Warren
MO07900,2013,1,1,Missouri,"Perry, MO",Perry County
PA00219,2017,5,2,Pennsylvania,"Allegheny, PA",Penn Hills
IL01679,2011,1,0,Illinois,"Cook, IL",Oak Forest
PA032SP,2018,1,1,Pennsylvania,"Indiana, PA",State Police: Indiana County
FL05002,2017,1,1,Florida,"Palm Beach, FL",Boca Raton
UT01803,2010,8,8,Utah,"Salt Lake, UT",Salt Lake City
MI58058,2019,0,1,Michigan,"Monroe, MI",State Police: Monroe County
IL09909,2017,1,0,Illinois,"Will, IL",Monee
PA066SP,2017,2,3,Pennsylvania,"Wyoming, PA",State Police: Wyoming County
NC03606,2015,6,0,North Carolina,"Gaston, NC",Gastonia
PA0020L,2014,1,1,Pennsylvania,"Allegheny, PA",Wilkins Township
NY02767,2011,4,4,New York,"Monroe, NY",Webster Town & Village
MOMHPBB,2015,1,1,Missouri,"Macon, MO",State Police: Macon
OH02900,2013,1,1,Ohio,"Greene, OH",Greene County
TN00600,2012,1,0,Tennessee,"Bradley, TN",Bradley County
IN03201,2018,1,1,Indiana,"Hendricks, IN",Brownsburg
SC00703,2014,1,0,South Carolina,"Beaufort, SC",Port Royal
VA128SP,2013,2,0,Virginia,"Virginia Beach, VA",State Police: Virginia Beach
LA00300,2011,8,3,Louisiana,"Ascension, LA",Ascension County
GA03701,2014,1,0,Georgia,"Cook, GA",Adel
OH06202,2014,1,1,Ohio,"Ottawa, OH",Port Clinton
CA01996,2017,15,9,California,"Los Angeles, CA",Lancaster
AL01101,2018,7,5,Alabama,"Calhoun, AL",Anniston
WA03200,2019,5,3,Washington,"Spokane, WA",Spokane County
PA00614,2017,9,11,Pennsylvania,"Berks, PA",Reading
ME011SP,2015,2,2,Maine,"Piscataquis, ME",State Police: Piscataquis County
NY350SE,2016,1,1,New York,"Steuben, NY",State Police: Steuben County (E)
PA04201,2015,1,1,Pennsylvania,"McKean, PA",Bradford
PA03640,2018,1,1,Pennsylvania,"Lancaster, PA",East Lampeter Township
KS07800,2015,1,1,Kansas,"Reno, KS",Reno County
RI00409,2010,15,3,Rhodes Island,"Providence, RI",Providence
NY02400,2016,1,1,New York,"Lewis, NY",Lewis County
PA0020F,2014,1,2,Pennsylvania,"Allegheny, PA",Kennedy Township
WV05401,2010,1,1,West Virginia,"Wood, WV",Parkersburg
KY11401,2011,3,1,Kentucky,"Warren, KY",Bowling Green
FL01603,2018,1,0,Florida,"Duval, FL",Jacksonville Beach
MI82709,2019,2,0,Michigan,"Wayne, MI",Romulus
AK00101,2019,32,21,Alaska,"Anchorage, AK",Anchorage
UT00608,2015,1,0,Utah,"Davis, UT",Sunset
CO00108,2018,2,2,Colorado,"Adams, CO",Federal Heights
MN07300,2012,3,1,Minnesota,"Stearns, MN",Stearns County
TN01100,2011,1,0,Tennessee,"Cheatham, TN",Cheatham County
IL05200,2012,1,0,Illinois,"Lee, IL",Lee County
PA00621,2012,1,0,Pennsylvania,"Berks, PA",West Reading
TX02502,2017,1,1,Texas,"Brown, TX",Brownwood
MO06800,2014,1,0,Missouri,"Moniteau, MO",Moniteau County
OK05101,2017,1,0,Oklahoma,"Muskogee, OK",Muskogee
GA02801,2019,1,0,Georgia,"Cherokee, GA",Canton
MT04700,2014,1,1,Montana,"Silver Bow, MT",Silver Bow County
SC01400,2011,4,4,South Carolina,"Clarendon, SC",Clarendon County
NC06304,2011,1,1,North Carolina,"Moore, NC",Southern Pines
MS07601,2010,9,0,Mississippi,"Washington, MS",Greenville
AR01801,2016,14,12,Arkansas,"Crittenden, AR",West Memphis
IL09904,2019,2,0,Illinois,"Will, IL",Crest Hill
TX07102,2013,10,8,Texas,"El Paso, TX",El Paso
IN388SP,2018,1,1,Indiana,"Washington, IN",State Police: Washington County
MT04700,2013,1,1,Montana,"Silver Bow, MT",Silver Bow County
WI00201,2016,0,1,Wisconsin,"Ashland, WI",Ashland
NJ00312,2019,1,1,New Jersey,"Burlington, NJ",Edgewater Park Township
AL02200,2017,2,1,Alabama,"Coosa, AL",Coosa County
TX11700,2011,1,0,Texas,"Hutchinson, TX",Hutchinson County
NJ01326,2019,1,1,New Jersey,"Monmouth, NJ",Manalapan Township
OH02903,2016,1,1,Ohio,"Greene, OH",Xenia
TX03700,2019,1,1,Texas,"Cherokee, TX",Cherokee County
PA02001,2017,1,0,Pennsylvania,"Crawford, PA",Meadville
MI04004,2016,3,5,Michigan,"Alpena, MI",State Police: Alpena County
MN02717,2014,1,1,Minnesota,"Hennepin, MN",Plymouth
NH01012,2012,1,1,New Hampshire,"Sullivan, NH",Grantham
MT01503,2014,1,1,Montana,"Flathead, MT",Kalispell
MI47941,2013,1,0,Michigan,"Livingston, MI",Unadilla Township
IL01607,2016,2,0,Illinois,"Cook, IL",Bellwood
CA05202,2019,1,1,California,"Tehama, CA",Red Bluff
TN00901,2014,1,1,Tennessee,"Carroll, TN",Huntingdon
NV01000,2012,1,1,Nevada,"Lyon, NV",Lyon County
IN04508,2015,1,0,Indiana,"Lake, IN",Highland
VA01000,2019,1,1,Virginia,"Bedford, VA",Bedford County
CA01013,2011,2,1,California,"Fresno, CA",Sanger
TX06802,2014,11,7,Texas,"Ector, TX",Odessa
CA00106,2010,13,5,California,"Alameda, CA",Hayward
OK01401,2016,1,1,Oklahoma,"Cleveland, OK",Moore
GA10500,2017,1,0,Georgia,"Murray, GA",Murray County
LA00801,2016,5,4,Louisiana,"Bossier, LA",Bossier City
IA01702,2013,1,1,Iowa,"Cerro Gordo, IA",Mason City
TX10500,2016,1,1,Texas,"Hays, TX",Hays County
NB02800,2015,1,2,Nebraska,"Douglas, NE",Douglas County
LA06000,2019,2,2,Louisiana,"Webster, LA",Webster County
AL04801,2013,1,1,Alabama,"Marengo, AL",Demopolis
OH06713,2019,1,1,Ohio,"Portage, OH",Brimfield Township
AL04401,2018,3,1,Alabama,"Limestone, AL",Athens
FL05012,2019,1,1,Florida,"Palm Beach, FL",Greenacres City
AR07208,2015,1,1,Arkansas,"Washington, AR",West Fork
ME00305,2012,1,1,Maine,"Cumberland, ME",Portland
WA01703,2013,1,1,Washington,"King, WA",Bothell
TX10808,2015,2,2,Texas,"Hidalgo, TX",Mcallen
TX16100,2016,1,0,Texas,"Matagorda, TX",Matagorda County
PA00902,2016,1,0,Pennsylvania,"Bucks, PA",Bristol
TX05718,2013,6,6,Texas,"Dallas, TX",Mesquite
IL04602,2017,6,0,Illinois,"Kankakee, IL",Kankakee
CA04313,2016,47,24,California,"Santa Clara, CA",San Jose
WA01741,2014,2,2,Washington,"King, WA",Burien
NC03400,2016,2,5,North Carolina,"Forsyth, NC",Forsyth County
TX02201,2019,1,1,Texas,"Brewster, TX",Alpine
MS04701,2017,5,4,Mississippi,"Marshall, MS",Holly Springs
MN02717,2016,1,1,Minnesota,"Hennepin, MN",Plymouth
TN08400,2014,2,2,Tennessee,"Tipton, TN",Tipton County
LA03000,2014,1,1,Louisiana,"La Salle, LA",La Salle County
AL04702,2013,2,2,Alabama,"Madison, AL",Madison
WV01700,2019,4,3,West Virginia,"Harrison, WV",Harrison County
WVWSP58,2013,1,0,West Virginia,"Doddridge, WV",State Police: West Union
CT00110,2015,0,1,Connecticut,"Hartford, CT",Plainville
AZ00711,2019,1,1,Arizona,"Maricopa, AZ",Gilbert
FL02901,2011,4,2,Florida,"Hillsborough, FL",Plant City
WA03100,2011,2,2,Washington,"Snohomish, WA",Snohomish County
WVWSP25,2010,1,1,West Virginia,"Pocahontas, WV",State Police: Buckeye
NC07703,2018,2,1,North Carolina,"Richmond, NC",Rockingham
TX11100,2011,1,1,Texas,"Hood, TX",Hood County
MI26126,2017,1,1,Michigan,"Gladwin, MI",Gladwin
SC04400,2010,1,1,South Carolina,"Union, SC",Union County
GA13500,2011,2,0,Georgia,"Terrell, GA",Terrell County
MI63063,2012,3,1,Michigan,"Oakland, MI",State Police: Oakland County
AL00214,2011,1,1,Alabama,"Mobile, AL",Univ Of South Alabama
PA00614,2016,10,8,Pennsylvania,"Berks, PA",Reading
OH04301,2014,1,1,Ohio,"Lake, OH",Eastlake
VA12800,2011,15,16,Virginia,"Virginia Beach, VA",Virginia Beach
NC08200,2012,4,1,North Carolina,"Sampson, NC",Sampson County
FL05007,2017,11,5,Florida,"Palm Beach, FL",Riviera Beach
OK04118,2014,1,0,Oklahoma,"Lincoln, OK",Sac And Fox Tribal
MA01226,2017,1,0,Massachusetts,"Plymouth, MA",West Bridgewater
OH05202,2015,2,0,Ohio,"Medina, OH",Medina
PA02326,2014,1,1,Pennsylvania,"Delaware, PA",Radnor Township
SC03600,2019,4,3,South Carolina,"Newberry, SC",Newberry County
IA07703,2012,8,6,Iowa,"Polk, IA",Des Moines
CA05006,2019,1,1,California,"Stanislaus, CA",Riverbank
WA03105,2017,3,1,Washington,"Snohomish, WA",Marysville
PA04629,2010,2,2,Pennsylvania,"Montgomery, PA",Upper Merion Township
OR01000,2016,4,1,Oregon,"Douglas, OR",Douglas County
TX06701,2011,1,0,Texas,"Eastland, TX",Cisco
FL01002,2018,1,0,Florida,"Clay, FL",Orange Park
VT00401,2018,1,1,Vermont,"Chittenden, VT",Burlington
KS08700,2011,1,0,Kansas,"Sedgwick, KS",Sedgwick County
GA08501,2011,1,1,Georgia,"Lamar, GA",Barnesville
OR00901,2015,2,1,Oregon,"Deschutes, OR",Bend
MO04800,2012,1,0,Missouri,"Jackson, MO",Jackson County
OH04900,2010,1,0,Ohio,"Madison, OH",Madison County
CA01925,2019,5,4,California,"Los Angeles, CA",Glendale
GA00702,2011,0,1,Georgia,"Barrow, GA",Auburn
AR05001,2011,1,0,Arkansas,"Nevada, AR",Prescott
FL05316,2010,2,1,Florida,"Polk, FL",Winter Haven
TX24305,2014,2,0,Texas,"Wichita, TX",Wichita Falls
AR07201,2011,1,1,Arkansas,"Washington, AR",Fayetteville
GA03503,2012,1,1,Georgia,"Colquitt, GA",Doerun
MD310SP,2015,1,1,Maryland,"Frederick, MD",State Police: Frederick County
IN04518,2019,1,0,Indiana,"Lake, IN",Indiana Univ: Gary
OH05712,2019,2,2,Ohio,"Montgomery, OH",Trotwood
IL04506,2010,4,0,Illinois,"Kane, IL",Elgin
CA01511,2012,3,1,California,"Kern, CA",California City
IL04501,2010,4,0,Illinois,"Kane, IL",Aurora
FL04902,2011,3,3,Florida,"Osceola, FL",Kissimmee
FL01700,2011,14,15,Florida,"Escambia, FL",Escambia County
VA11300,2010,2,2,Virginia,"Hopewell, VA",Hopewell
NJ00912,2015,3,2,New Jersey,"Hudson, NJ",West New York
GA10701,2013,1,1,Georgia,"Newton, GA",Covington
MO01500,2010,5,3,Missouri,"Camden, MO",Camden County
IL08901,2013,2,0,Illinois,"Stephenson, IL",Freeport
AR06401,2015,1,1,Arkansas,"Scott, AR",Waldron
IL01632,2017,1,0,Illinois,"Cook, IL",Evanston
FL05302,2013,1,0,Florida,"Polk, FL",Bartow
CA01400,2019,1,1,California,"Inyo, CA",Inyo County
CA04702,2018,1,1,California,"Siskiyou, CA",Dunsmuir
VA09900,2017,6,7,Virginia,"Alexandria, VA",Alexandria
MO08003,2018,1,1,Missouri,"Pettis, MO",Sedalia
GA10700,2019,3,3,Georgia,"Newton, GA",Newton County
