ORI,State,County,Agency
NJ01101,New Jersey,"Mercer, NJ",East Windsor Township
NJ01102,New Jersey,"Mercer, NJ",Ewing Township
NJ01103,New Jersey,"Mercer, NJ",Hamilton Township
NJ01106,New Jersey,"Mercer, NJ",Hopewell Township
NJ01107,New Jersey,"Mercer, NJ",Lawrence Township
NJ01110,New Jersey,"Mercer, NJ",Princeton Township
NJ01111,New Jersey,"Mercer, NJ",Trenton
NJ01112,New Jersey,"Mercer, NJ",Washington Township
NJ011SP,New Jersey,"Mercer, NJ",Sp: Mercer County
NJ01201,New Jersey,"Middlesex, NJ",Carteret
NJ01205,New Jersey,"Middlesex, NJ",Edison Township
NJ01207,New Jersey,"Middlesex, NJ",Highland Park
NJ01208,New Jersey,"Middlesex, NJ",Jamesburg
NJ01209,New Jersey,"Middlesex, NJ",Old Bridge Township
NJ01212,New Jersey,"Middlesex, NJ",Milltown
NJ01213,New Jersey,"Middlesex, NJ",Monroe Township
NJ01214,New Jersey,"Middlesex, NJ",New Brunswick
NJ01215,New Jersey,"Middlesex, NJ",North Brunswick Township
NJ01216,New Jersey,"Middlesex, NJ",Perth Amboy
NJ01217,New Jersey,"Middlesex, NJ",Piscataway Township
NJ01218,New Jersey,"Middlesex, NJ",Plainsboro Township
NJ01219,New Jersey,"Middlesex, NJ",Sayreville
NJ01221,New Jersey,"Middlesex, NJ",South Brunswick Township
NJ01222,New Jersey,"Middlesex, NJ",South Plainfield
NJ01225,New Jersey,"Middlesex, NJ",Woodbridge Township
NJ012SP,New Jersey,"Middlesex, NJ",State Police: Middlesex County
NJ01303,New Jersey,"Monmouth, NJ",Asbury Park
NJ01304,New Jersey,"Monmouth, NJ",Colts Neck Township
NJ01311,New Jersey,"Monmouth, NJ",Eatontown
NJ01315,New Jersey,"Monmouth, NJ",Freehold
NJ01316,New Jersey,"Monmouth, NJ",Freehold Township
NJ01318,New Jersey,"Monmouth, NJ",Holmdel Township
NJ01319,New Jersey,"Monmouth, NJ",Howell Township
NJ01321,New Jersey,"Monmouth, NJ",Keansburg
NJ01322,New Jersey,"Monmouth, NJ",Keyport
NJ01325,New Jersey,"Monmouth, NJ",Long Branch
NJ01326,New Jersey,"Monmouth, NJ",Manalapan Township
NJ01330,New Jersey,"Monmouth, NJ",Aberdeen Township
NJ01331,New Jersey,"Monmouth, NJ",Middletown Township
NJ01334,New Jersey,"Monmouth, NJ",Neptune Township
NJ01335,New Jersey,"Monmouth, NJ",Neptune City
NJ01336,New Jersey,"Monmouth, NJ",Tinton Falls
NJ01337,New Jersey,"Monmouth, NJ",Ocean Township
NJ01339,New Jersey,"Monmouth, NJ",Hazlet Township
NJ01340,New Jersey,"Monmouth, NJ",Red Bank
NJ01352,New Jersey,"Monmouth, NJ",Wall Township
NJ01389,New Jersey,"Monmouth, NJ",Prosecutor: Monmouth Cty
NJ013SP,New Jersey,"Monmouth, NJ",State Police: Monmouth County
NJ01401,New Jersey,"Morris, NJ",Boonton
NJ01403,New Jersey,"Morris, NJ",Butler
NJ01407,New Jersey,"Morris, NJ",Chester Township
NJ01408,New Jersey,"Morris, NJ",Denville Township
NJ01409,New Jersey,"Morris, NJ",Dover
NJ01414,New Jersey,"Morris, NJ",Jefferson Township
NJ01415,New Jersey,"Morris, NJ",Kinnelon
NJ01421,New Jersey,"Morris, NJ",Montville Township
NJ01423,New Jersey,"Morris, NJ",Morris Plains
NJ01425,New Jersey,"Morris, NJ",Mountain Lakes
NJ01426,New Jersey,"Morris, NJ",Mount Arlington
NJ01427,New Jersey,"Morris, NJ",Mount Olive Township
NJ01429,New Jersey,"Morris, NJ",Parsippany-Troy Hills Township
NJ01432,New Jersey,"Morris, NJ",Randolph Township
NJ01433,New Jersey,"Morris, NJ",Riverdale
NJ01435,New Jersey,"Morris, NJ",Rockaway Township
NJ01436,New Jersey,"Morris, NJ",Roxbury Township
NJ014SP,New Jersey,"Morris, NJ",State Police: Morris County
NJ01501,New Jersey,"Ocean, NJ",Barnegat Light
NJ01504,New Jersey,"Ocean, NJ",Beachwood
NJ01506,New Jersey,"Ocean, NJ",Brick Township
NJ01507,New Jersey,"Ocean, NJ",Dover Township
NJ01511,New Jersey,"Ocean, NJ",Jackson Township
NJ01512,New Jersey,"Ocean, NJ",Lacey Township
NJ01514,New Jersey,"Ocean, NJ",Lakewood Township
NJ01516,New Jersey,"Ocean, NJ",Little Egg Harbor Township
NJ01518,New Jersey,"Ocean, NJ",Manchester Township
NJ01520,New Jersey,"Ocean, NJ",Ocean Township
NJ01523,New Jersey,"Ocean, NJ",Plumsted Township
NJ01525,New Jersey,"Ocean, NJ",Point Pleasant Beach
NJ01526,New Jersey,"Ocean, NJ",Seaside Heights
NJ01527,New Jersey,"Ocean, NJ",Seaside Park
NJ01528,New Jersey,"Ocean, NJ",Ship Bottom
NJ01529,New Jersey,"Ocean, NJ",South Toms River
NJ01532,New Jersey,"Ocean, NJ",Tuckerton
NJ01601,New Jersey,"Passaic, NJ",Bloomingdale
NJ01602,New Jersey,"Passaic, NJ",Clifton
NJ01605,New Jersey,"Passaic, NJ",Little Falls Township
NJ01607,New Jersey,"Passaic, NJ",Passaic
NJ01608,New Jersey,"Passaic, NJ",Paterson
NJ01610,New Jersey,"Passaic, NJ",Prospect Park
NJ01611,New Jersey,"Passaic, NJ",Ringwood
NJ01612,New Jersey,"Passaic, NJ",Totowa
NJ01614,New Jersey,"Passaic, NJ",Wayne Township
NJ01615,New Jersey,"Passaic, NJ",West Milford Township
NJ01616,New Jersey,"Passaic, NJ",West Paterson
NJ01702,New Jersey,"Salem, NJ",Elmer
NJ01705,New Jersey,"Salem, NJ",Pennsville Township
NJ01708,New Jersey,"Salem, NJ",Penns Grove
NJ01712,New Jersey,"Salem, NJ",Salem
NJ01713,New Jersey,"Salem, NJ",Carney's Point Township
NJ017SP,New Jersey,"Salem, NJ",State Police: Salem County
NJ01803,New Jersey,"Somerset, NJ",Bernardsville
NJ01804,New Jersey,"Somerset, NJ",Bound Brook
NJ01805,New Jersey,"Somerset, NJ",Branchburg Township
NJ01806,New Jersey,"Somerset, NJ",Bridgewater Township
NJ01808,New Jersey,"Somerset, NJ",Franklin Township (Somerset County)
NJ01810,New Jersey,"Somerset, NJ",Hillsborough Township
NJ01813,New Jersey,"Somerset, NJ",Montgomery Township
NJ01814,New Jersey,"Somerset, NJ",North Plainfield
NJ01816,New Jersey,"Somerset, NJ",Raritan
NJ01818,New Jersey,"Somerset, NJ",Somerville
NJ01820,New Jersey,"Somerset, NJ",Warren Township
NJ01906,New Jersey,"Sussex, NJ",Franklin
NJ01912,New Jersey,"Sussex, NJ",Hopatcong
NJ01915,New Jersey,"Sussex, NJ",Newton
NJ01922,New Jersey,"Sussex, NJ",Vernon Township
NJ019SP,New Jersey,"Sussex, NJ",State Police: Sussex County
NJ02002,New Jersey,"Union, NJ",Clark Township
NJ02003,New Jersey,"Union, NJ",Cranford Township
NJ02004,New Jersey,"Union, NJ",Elizabeth
NJ02007,New Jersey,"Union, NJ",Hillside Township
NJ02009,New Jersey,"Union, NJ",Linden
NJ02012,New Jersey,"Union, NJ",Plainfield
NJ02013,New Jersey,"Union, NJ",Rahway
NJ02014,New Jersey,"Union, NJ",Roselle
NJ02016,New Jersey,"Union, NJ",Scotch Plains Township
NJ02017,New Jersey,"Union, NJ",Springfield
NJ02018,New Jersey,"Union, NJ",Summit
NJ02019,New Jersey,"Union, NJ",Union Township
NJ02020,New Jersey,"Union, NJ",Westfield
NJ02119,New Jersey,"Warren, NJ",Phillipsburg
NJ02121,New Jersey,"Warren, NJ",Washington
NJ02122,New Jersey,"Warren, NJ",Washington Township
NJ021SP,New Jersey,"Warren, NJ",State Police: Warren County
NJ02255,New Jersey,"Mercer, NJ",Dept of Corrections
NJNPD00,New Jersey,"Essex, NJ",Newark County
NM00100,New Mexico,"Bernalillo, NM",Bernalillo County
NM00101,New Mexico,"Bernalillo, NM",Albuquerque
NM00300,New Mexico,"Chaves, NM",Chaves County
NM00301,New Mexico,"Chaves, NM",Roswell
NM00401,New Mexico,"Colfax, NM",Raton
NM00500,New Mexico,"Curry, NM",Curry County
NM00501,New Mexico,"Curry, NM",Clovis
NM00700,New Mexico,"Dona Ana, NM",Dona Ana County
NM00701,New Mexico,"Dona Ana, NM",Las Cruces
NM00702,New Mexico,"Dona Ana, NM",Anthony
NM00706,New Mexico,"Dona Ana, NM",Sunland Park
NM00800,New Mexico,"Eddy, NM",Eddy County
NM00801,New Mexico,"Eddy, NM",Artesia
NM00802,New Mexico,"Eddy, NM",Carlsbad
NM00900,New Mexico,"Grant, NM",Grant County
NM00901,New Mexico,"Grant, NM",Silver City
NM00903,New Mexico,"Grant, NM",Santa Clara
NM01200,New Mexico,"Hidalgo, NM",Hidalgo County
NM01300,New Mexico,"Lea, NM",Lea County
NM01301,New Mexico,"Lea, NM",Eunice
NM01302,New Mexico,"Lea, NM",Hobbs
NM01304,New Mexico,"Lea, NM",Lovington
NM01400,New Mexico,"Lincoln, NM",Lincoln County
NM01401,New Mexico,"Lincoln, NM",Ruidoso
NM01600,New Mexico,"Luna, NM",Luna County
NM01601,New Mexico,"Luna, NM",Deming
NM01700,New Mexico,"McKinley, NM",Mckinley County
NM01701,New Mexico,"McKinley, NM",Gallup
NM01703,New Mexico,"McKinley, NM",Zuni Tribal
NM01704,New Mexico,"McKinley, NM",Ramah Navajo Tribal
NM01901,New Mexico,"Otero, NM",Alamogordo
NM01902,New Mexico,"Otero, NM",Tularosa
NM01903,New Mexico,"Otero, NM",Cloudcroft
NM02001,New Mexico,"Quay, NM",Tucumcari
NM02100,New Mexico,"Rio Arriba, NM",Rio Arriba County
NM02101,New Mexico,"Rio Arriba, NM",Espanola
NM02103,New Mexico,"Rio Arriba, NM",Jicarilla Apache Tribal
NM02104,New Mexico,"Rio Arriba, NM",Ohkay Owingeh Tribal
NM02105,New Mexico,"Rio Arriba, NM",Santa Clara Pueblo
NM02201,New Mexico,"Roosevelt, NM",Portales
NM02300,New Mexico,"Sandoval, NM",Sandoval County
NM02301,New Mexico,"Sandoval, NM",Bernalillo
NM02306,New Mexico,"Sandoval, NM",Rio Rancho
NM02308,New Mexico,"Sandoval, NM",Santa Ana Tribal
NM02400,New Mexico,"San Juan, NM",San Juan County
NM02402,New Mexico,"San Juan, NM",Farmington
NM02403,New Mexico,"San Juan, NM",Bloomfield
NM02501,New Mexico,"San Miguel, NM",Las Vegas
NM02600,New Mexico,"Santa Fe, NM",Santa Fe County
NM02601,New Mexico,"Santa Fe, NM",Santa Fe
NM02607,New Mexico,"Santa Fe, NM",Tesuque Pueblo
NM02612,New Mexico,"Santa Fe, NM",Edgewood
NM02700,New Mexico,"Sierra, NM",Sierra County
NM02701,New Mexico,"Sierra, NM",Truth Oregon Consequences
NM02800,New Mexico,"Socorro, NM",Socorro County
NM02801,New Mexico,"Socorro, NM",Socorro
NM02802,New Mexico,"Socorro, NM",Magdalena
NM02900,New Mexico,"Taos, NM",Taos County
NM02901,New Mexico,"Taos, NM",Taos
NM02903,New Mexico,"Taos, NM",Red River
NM02904,New Mexico,"Taos, NM",Taos Pueblo Tribal
NM03000,New Mexico,"Torrance, NM",Torrance County
NM03100,New Mexico,"Union, NM",Union County
NM03200,New Mexico,"Valencia, NM",Valencia County
NM03201,New Mexico,"Valencia, NM",Belen
NM03202,New Mexico,"Cibola, NM",Grants
NM03203,New Mexico,"Valencia, NM",Los Lunas
NM03204,New Mexico,"Cibola, NM",Milan
NM03300,New Mexico,"Cibola, NM",Cibola County
NM03301,New Mexico,"Cibola, NM",Grants
NM03303,New Mexico,"Cibola, NM",Laguna Tribal
NM03304,New Mexico,"Cibola, NM",Acoma Tribal Police Department
NMDI023,New Mexico,"Sandoval, NM",Jemez Pueblo
NMDI050,New Mexico,"Rio Arriba, NM",Northern Pueblos Agency
NMDI051,New Mexico,"Bernalillo, NM",Southern Pueblos Agency
NMDI057,New Mexico,"Bernalillo, NM",Isleta Tribal
NMDI070,New Mexico,"Otero, NM",Mescalero Tribal
NMNSP00,New Mexico,"Santa Fe, NM",New Mexico State Police
NV00100,Nevada,"Churchill, NV",Churchill County
NV00101,Nevada,"Churchill, NV",Fallon
NV00201,Nevada,"Clark, NV",Las Vegas Metro Police Department
NV00202,Nevada,"Clark, NV",North Las Vegas
NV00203,Nevada,"Clark, NV",Henderson
NV00204,Nevada,"Clark, NV",Boulder City
NV00209,Nevada,"Clark, NV",Mesquite
NV00210,Nevada,"Clark, NV",Univ Of Nevada:Las Vegas
NV00300,Nevada,"Douglas, NV",Douglas County
NV00310,Nevada,"Douglas, NV",Washoe Tribal
NV00400,Nevada,"Elko, NV",Elko County
NV00401,Nevada,"Elko, NV",Elko
NV00402,Nevada,"Elko, NV",Carlin
NV00405,Nevada,"Elko, NV",West Wendover
NV00700,Nevada,"Humboldt, NV",Humboldt County
NV00701,Nevada,"Humboldt, NV",Winnemucca
NV00800,Nevada,"Lander, NV",Lander County
NV00900,Nevada,"Lincoln, NV",Lincoln County
NV01000,Nevada,"Lyon, NV",Lyon County
NV01200,Nevada,"Nye, NV",Nye County
NV01300,Nevada,"Carson City city, NV",Carson City County
NV01400,Nevada,"Pershing, NV",Pershing County
NV01500,Nevada,"Storey, NV",Storey County
NV01600,Nevada,"Washoe, NV",Washoe County
NV01601,Nevada,"Washoe, NV",Reno
NV01602,Nevada,"Washoe, NV",Sparks
NV01700,Nevada,"White Pine, NV",White Pine County
NVDI003,Nevada,"Washoe, NV",Reno-Sparks Indian Colny
NVDI005,Nevada,"Pershing, NV",Lovelock Paiute Tribal
NVDI007,Nevada,"White Pine, NV",Ely Shoshone Tribal
NVDI008,Nevada,"Churchill, NV",Fallon Tribal
NVDI050,Nevada,"Carson City city, NV",Western Nevada Agency
NVDI051,Nevada,"Elko, NV",Eastern Nevada Agency
NVDI055,Nevada,"Mineral, NV",Walker River Tribal
NVDI058,Nevada,"Clark, NV",Moapa Tribal
NVDI063,Nevada,"Elko, NV",Western Shoshone Tribal
NVDI065,Nevada,"Elko, NV",South Fork Band Tribal
NY00100,New York,"Albany, NY",Albany County
NY00101,New York,"Albany, NY",Albany
NY00102,New York,"Albany, NY",Cohoes
NY00103,New York,"Albany, NY",Watervliet
NY00153,New York,"Albany, NY",Colonie Town
NY00158,New York,"Albany, NY",Coeymans Town
NY00220,New York,"Allegany, NY",Alfred Village
NY00226,New York,"Allegany, NY",Cuba Town
NY00300,New York,"Broome, NY",Broome County
NY00301,New York,"Broome, NY",Binghamton
NY00302,New York,"Broome, NY",Endicott Village
NY00303,New York,"Broome, NY",Johnson City Village
NY00364,New York,"Broome, NY",Vestal Town
NY00400,New York,"Cattaraugus, NY",Cattaraugus County
NY00401,New York,"Cattaraugus, NY",Olean
NY00433,New York,"Cattaraugus, NY",Salamanca
NY00500,New York,"Cayuga, NY",Cayuga County
NY00501,New York,"Cayuga, NY",Auburn
NY00600,New York,"Chautauqua, NY",Chautauqua County
NY00601,New York,"Chautauqua, NY",Dunkirk
NY00602,New York,"Chautauqua, NY",Jamestown
NY00629,New York,"Chautauqua, NY",Fredonia Village
NY00700,New York,"Chemung, NY",Chemung County
NY00701,New York,"Chemung, NY",Elmira
NY00800,New York,"Chenango, NY",Chenango County
NY00824,New York,"Chenango, NY",Norwich
NY00901,New York,"Clinton, NY",Plattsburgh City
NY01000,New York,"Columbia, NY",Columbia County
NY01001,New York,"Columbia, NY",Hudson
NY01100,New York,"Cortland, NY",Cortland County
NY01101,New York,"Cortland, NY",Cortland
NY01120,New York,"Cortland, NY",Homer Village
NY01200,New York,"Delaware, NY",Delaware County
NY01229,New York,"Delaware, NY",Walton Village
NY01300,New York,"Dutchess, NY",Dutchess County
NY01301,New York,"Dutchess, NY",Beacon
NY01302,New York,"Dutchess, NY",Poughkeepsie
NY01363,New York,"Dutchess, NY",Poughkeepsie Town
NY01365,New York,"Dutchess, NY",Hyde Park Town
NY01366,New York,"Dutchess, NY",East Fishkill Town
NY01400,New York,"Erie, NY",Erie County
NY01401,New York,"Erie, NY",Buffalo
NY01402,New York,"Erie, NY",Lackawanna
NY01404,New York,"Erie, NY",Kenmore Village
NY01451,New York,"Erie, NY",Amherst Town
NY01455,New York,"Erie, NY",Cheektowaga Town
NY01460,New York,"Erie, NY",Orchard Park Town
NY01461,New York,"Erie, NY",Eden Town
NY01465,New York,"Erie, NY",Hamburg Town
NY01472,New York,"Erie, NY",Tonawanda Town
NY01474,New York,"Erie, NY",West Seneca Town
NY01527,New York,"Essex, NY",Ticonderoga Town
NY01623,New York,"Franklin, NY",Saranac Lake Village
NY01700,New York,"Fulton, NY",Fulton County
NY01701,New York,"Fulton, NY",Gloversville
NY01800,New York,"Genesee, NY",Genesee County
NY01801,New York,"Genesee, NY",Batavia
NY02122,New York,"Herkimer, NY",Ilion Village
NY02200,New York,"Jefferson, NY",Jefferson County
NY02201,New York,"Jefferson, NY",Watertown
NY02400,New York,"Lewis, NY",Lewis County
NY02500,New York,"Livingston, NY",Livingston County
NY02522,New York,"Livingston, NY",Geneseo Village
NY02600,New York,"Madison, NY",Madison County
NY02601,New York,"Madison, NY",Oneida
NY02700,New York,"Monroe, NY",Monroe County
NY02701,New York,"Monroe, NY",Rochester
NY02702,New York,"Monroe, NY",Irondequoit Town
NY02724,New York,"Monroe, NY",East Rochester Village
NY02725,New York,"Monroe, NY",Fairport Village
NY02728,New York,"Monroe, NY",Brockport Village
NY02750,New York,"Monroe, NY",Brighton Town
NY02753,New York,"Monroe, NY",Gates Town
NY02754,New York,"Monroe, NY",Greece Town
NY02759,New York,"Monroe, NY",Ogden Town
NY02767,New York,"Monroe, NY",Webster Town & Village
NY02801,New York,"Montgomery, NY",Amsterdam
NY02824,New York,"Montgomery, NY",Fort Plain Village
NY02900,New York,"Nassau, NY",Nassau County
NY02901,New York,"Nassau, NY",Glen Cove
NY02902,New York,"Nassau, NY",Long Beach
NY02904,New York,"Nassau, NY",Freeport Village
NY02905,New York,"Nassau, NY",Garden City Village
NY02906,New York,"Nassau, NY",Hempstead Village
NY02907,New York,"Nassau, NY",Lynbrook Village
NY02909,New York,"Nassau, NY",Rockville Centre Village
NY02972,New York,"Nassau, NY",Old Brookville Village
NY03030,New York,"New York, NY",New York
NY03083,New York,"New York, NY",Nyc Metro Trnsprtn Auth
NY03100,New York,"Niagara, NY",Niagara County
NY03101,New York,"Niagara, NY",Lockport
NY03102,New York,"Niagara, NY",Niagara Falls
NY03103,New York,"Niagara, NY",North Tonawanda
NY03200,New York,"Oneida, NY",Oneida County
NY03201,New York,"Oneida, NY",Rome
NY03202,New York,"Oneida, NY",Utica
NY03241,New York,"Oneida, NY",New Hartford Town & Village
NY03300,New York,"Onondaga, NY",Onondaga County
NY03301,New York,"Onondaga, NY",Syracuse
NY03331,New York,"Onondaga, NY",Liverpool Village
NY03353,New York,"Onondaga, NY",Dewitt Town
NY03400,New York,"Ontario, NY",Ontario County
NY03402,New York,"Ontario, NY",Geneva
NY03429,New York,"Ontario, NY",Canandaigua
NY03501,New York,"Orange, NY",Middletown
NY03502,New York,"Orange, NY",Newburgh
NY03524,New York,"Orange, NY",Highland Falls Village
NY03528,New York,"Orange, NY",Walden Village
NY03535,New York,"Orange, NY",Port Jervis
NY03563,New York,"Orange, NY",Newburgh Town
NY03567,New York,"Orange, NY",New Windsor Town
NY03569,New York,"Orange, NY",Woodbury Town
NY03570,New York,"Orange, NY",Warwick Town
NY03600,New York,"Orleans, NY",Orleans County
NY03620,New York,"Orleans, NY",Albion Village
NY03700,New York,"Oswego, NY",Oswego County
NY03702,New York,"Oswego, NY",Oswego City
NY03800,New York,"Otsego, NY",Otsego County
NY03801,New York,"Otsego, NY",Oneonta City
NY03824,New York,"Otsego, NY",Cooperstown Village
NY03900,New York,"Putnam, NY",Putnam County
NY03950,New York,"Putnam, NY",Carmel Town
NY04100,New York,"Rensselaer, NY",Rensselaer County
NY04101,New York,"Rensselaer, NY",Rensselaer City
NY04102,New York,"Rensselaer, NY",Troy
NY04152,New York,"Rensselaer, NY",East Greenbush Town
NY04153,New York,"Rensselaer, NY",North Greenbush Town
NY04328,New York,"Rockland, NY",Spring Valley Village
NY04329,New York,"Rockland, NY",Suffern Village
NY04350,New York,"Rockland, NY",Clarkstown Town
NY04351,New York,"Rockland, NY",Haverstraw Town
NY04352,New York,"Rockland, NY",Orangetown Town
NY04353,New York,"Rockland, NY",Ramapo Town
NY04400,New York,"St. Lawrence, NY",St. Lawrence County
NY04401,New York,"St. Lawrence, NY",Ogdensburg
NY04402,New York,"St. Lawrence, NY",Massena Village
NY04429,New York,"St. Lawrence, NY",Potsdam Village
NY04500,New York,"Saratoga, NY",Saratoga County
NY04501,New York,"Saratoga, NY",Saratoga Springs
NY04520,New York,"Saratoga, NY",Ballston Spa Village
NY04523,New York,"Saratoga, NY",Mechanicville
NY04601,New York,"Schenectady, NY",Schenectady
NY04620,New York,"Schenectady, NY",Scotia Village
NY04654,New York,"Schenectady, NY",Rotterdam Town
NY04800,New York,"Schuyler, NY",Schuyler County
NY04900,New York,"Seneca, NY",Seneca County
NY05000,New York,"Steuben, NY",Steuben County
NY05001,New York,"Steuben, NY",Corning
NY05022,New York,"Steuben, NY",Bath Village
NY05101,New York,"Suffolk, NY",Suffolk County Police Department
NY05120,New York,"Suffolk, NY",Amityville Village
NY05155,New York,"Suffolk, NY",Riverhead Town
NY05200,New York,"Sullivan, NY",Sullivan County
NY05220,New York,"Sullivan, NY",Liberty Village
NY05222,New York,"Sullivan, NY",Monticello Village
NY05254,New York,"Sullivan, NY",Fallsburg Town
NY05300,New York,"Tioga, NY",Tioga County
NY05324,New York,"Tioga, NY",Owego Village
NY05400,New York,"Tompkins, NY",Tompkins County
NY05401,New York,"Tompkins, NY",Ithaca
NY05424,New York,"Tompkins, NY",Trumansburg Village
NY05425,New York,"Tompkins, NY",Cayuga Heights Village
NY05500,New York,"Ulster, NY",Ulster County
NY05501,New York,"Ulster, NY",Kingston
NY05526,New York,"Ulster, NY",Ellenville Village
NY05527,New York,"Ulster, NY",New Paltz Town & Village
NY05580,New York,"Ulster, NY",Saugerties Town
NY05595,New York,"Ulster, NY",Ulster Town
NY05600,New York,"Warren, NY",Warren County
NY05601,New York,"Warren, NY",Glens Falls
NY05700,New York,"Washington, NY",Washington County
NY05724,New York,"Washington, NY",Fort Edward Village
NY05726,New York,"Washington, NY",Hudson Falls Village
NY05800,New York,"Wayne, NY",Wayne County
NY05900,New York,"Westchester, NY",Westchester Public Safety
NY05901,New York,"Westchester, NY",Peekskill
NY05902,New York,"Westchester, NY",White Plains
NY05903,New York,"Westchester, NY",Mount Vernon
NY05904,New York,"Westchester, NY",New Rochelle
NY05905,New York,"Westchester, NY",Ossining Village
NY05906,New York,"Westchester, NY",Port Chester Village
NY05907,New York,"Westchester, NY",Yonkers
NY05909,New York,"Westchester, NY",Mamaroneck Village
NY05910,New York,"Westchester, NY",Scarsdale Village
NY05925,New York,"Westchester, NY",Dobbs Ferry Village
NY05927,New York,"Westchester, NY",Irvington Village
NY05928,New York,"Westchester, NY",Tarrytown Village
NY05932,New York,"Westchester, NY",Sleepy Hollow Village
NY05933,New York,"Westchester, NY",Pleasantville Village
NY05950,New York,"Westchester, NY",Bedford Town
NY05953,New York,"Westchester, NY",Greenburgh Town
NY05954,New York,"Westchester, NY",Harrison Town
NY05957,New York,"Westchester, NY",Mount Pleasant Town
NY05963,New York,"Westchester, NY",Pound Ridge Town
NY05968,New York,"Westchester, NY",Yorktown Town
NY06000,New York,"Wyoming, NY",Wyoming County
NY06023,New York,"Wyoming, NY",Perry Village
NY06090,New York,"Wyoming, NY",St Prk: Genesee Region
NY06100,New York,"Yates, NY",Yates County
NY203UN,New York,"Broome, NY",Suny: Binghamton
NY301SG,New York,"Albany, NY",State Police: Albany County (G)
NY302SA,New York,"Allegany, NY",State Police: Allegany County (A)
NY303SC,New York,"Broome, NY",State Police: Broome County (C)
NY304SA,New York,"Cattaraugus, NY",State Police: Cattaraugus County (A)
NY305SE,New York,"Cayuga, NY",State Police: Cayuga County (E)
NY306SA,New York,"Chautauqua, NY",State Police: Chautauqua County (A)
NY307SE,New York,"Chemung, NY",State Police: Chemung County (E)
NY308SC,New York,"Chenango, NY",State Police: Chenango County (C)
NY309SB,New York,"Clinton, NY",State Police: Clinton County (B)
NY310SK,New York,"Columbia, NY",State Police: Columbia County (K)
NY311SC,New York,"Cortland, NY",State Police: Cortland County (C)
NY312SC,New York,"Delaware, NY",State Police: Delaware County (C)
NY313SK,New York,"Dutchess, NY",State Police: Dutchess County (K)
NY314SA,New York,"Erie, NY",State Police: Erie County (A)
NY315SB,New York,"Essex, NY",State Police: Essex County (B)
NY316SB,New York,"Franklin, NY",State Police: Franklin County (B)
NY317SG,New York,"Fulton, NY",State Police: Fulton County (G)
NY319SF,New York,"Greene, NY",State Police: Greene County (F)
NY321SD,New York,"Herkimer, NY",State Police: Herkimer County (D)
NY322SD,New York,"Jefferson, NY",State Police: Jefferson County (D)
NY325SE,New York,"Livingston, NY",State Police: Livingston County (E)
NY326SD,New York,"Madison, NY",State Police: Madison County (D)
NY328SG,New York,"Montgomery, NY",State Police: Montgomery County (G)
NY329SL,New York,"Nassau, NY",State Police: Nassau County (L)
NY332SD,New York,"Oneida, NY",State Police: Oneida County (D)
NY333SD,New York,"Onondaga, NY",State Police: Onondaga County (D)
NY334SE,New York,"Ontario, NY",State Police: Ontario County (E)
NY335SF,New York,"Orange, NY",State Police: Orange County (F)
NY336SA,New York,"Orleans, NY",State Police: Orleans County (A)
NY337SD,New York,"Oswego, NY",State Police: Oswego County (D)
NY338SC,New York,"Otsego, NY",State Police: Otsego County (C)
NY341SG,New York,"Rensselaer, NY",State Police: Rensselaer County (G)
NY343SF,New York,"Rockland, NY",State Police: Rockland County (F)
NY344SB,New York,"St. Lawrence, NY",State Police: St Lawrence County (B)
NY345SG,New York,"Saratoga, NY",State Police: Saratoga County (G)
NY347SG,New York,"Schoharie, NY",State Police: Schoharie County (G)
NY349SE,New York,"Seneca, NY",State Police: Seneca County (E)
NY350SE,New York,"Steuben, NY",State Police: Steuben County (E)
NY351SL,New York,"Suffolk, NY",State Police: Suffolk County (L)
NY352SF,New York,"Sullivan, NY",State Police: Sullivan County (F)
NY353SC,New York,"Tioga, NY",State Police: Tioga County (C)
NY355SF,New York,"Ulster, NY",State Police: Ulster County (F)
NY356SG,New York,"Warren, NY",State Police: Warren County (G)
NY357SG,New York,"Washington, NY",State Police: Washington County (G)
NY358SE,New York,"Wayne, NY",State Police: Wayne County (E)
NY359SK,New York,"Westchester, NY",State Police: Westchester County (K)
NY360SA,New York,"Wyoming, NY",State Police: Wyoming County (A)
NYDI021,New York,"Oneida, NY",Oneida Indian Nation
NYDI022,New York,"Franklin, NY",St. Regis Tribal
OH00100,Ohio,"Adams, OH",Adams County
OH00103,Ohio,"Adams, OH",West Union
OH00200,Ohio,"Allen, OH",Allen County
OH00202,Ohio,"Allen, OH",Delphos
OH00204,Ohio,"Allen, OH",Lima
OH00205,Ohio,"Allen, OH",Spencerville
OH00211,Ohio,"Allen, OH",Shawnee Township
OH00300,Ohio,"Ashland, OH",Ashland County
OH00301,Ohio,"Ashland, OH",Ashland
OH00302,Ohio,"Ashland, OH",Loudonville
OH00400,Ohio,"Ashtabula, OH",Ashtabula County
OH00402,Ohio,"Ashtabula, OH",Conneaut
OH00405,Ohio,"Ashtabula, OH",Geneva-On-The-Lake
OH00500,Ohio,"Athens, OH",Athens County
OH00502,Ohio,"Athens, OH",Glouster
OH00503,Ohio,"Athens, OH",Nelsonville
OH00700,Ohio,"Belmont, OH",Belmont County
OH00702,Ohio,"Belmont, OH",Bellaire
OH00703,Ohio,"Belmont, OH",Bridgeport
